,Name,Team,Games,PassComp,PassAtt,PassYards,PassTD,INT,RunAtt,RunYards,RunTD,FFP,FFPPG,Season,Week
20,AJFeeley,MIA,1.0,21.0,31.0,168.0,1.0,1.0,0.0,0.0,0.0,8.7,8.7,2004.0,1
63,AJFeeley,MIA,1.0,21.0,39.0,218.0,1.0,2.0,1.0,3.0,0.0,9.0,9.0,2004.0,2
115,AJFeeley,MIA,1.0,13.0,27.0,137.0,0.0,2.0,4.0,1.0,0.0,0.6,0.6,2004.0,3
192,AJFeeley,MIA,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2004.0,5
336,AJFeeley,MIA,1.0,6.0,15.0,129.0,0.0,1.0,0.0,0.0,0.0,3.2,3.2,2004.0,9
400,AJFeeley,MIA,1.0,23.0,45.0,229.0,1.0,2.0,1.0,7.0,1.0,13.9,13.9,2004.0,11
445,AJFeeley,MIA,1.0,17.0,33.0,159.0,2.0,1.0,4.0,2.0,0.0,11.6,11.6,2004.0,12
489,AJFeeley,MIA,1.0,25.0,51.0,303.0,3.0,5.0,0.0,0.0,0.0,14.1,14.1,2004.0,13
533,AJFeeley,MIA,1.0,17.0,35.0,170.0,1.0,1.0,2.0,2.0,0.0,9.0,9.0,2004.0,14
580,AJFeeley,MIA,1.0,22.0,35.0,198.0,1.0,0.0,2.0,-2.0,0.0,11.7,11.7,2004.0,15
616,AJFeeley,MIA,1.0,25.0,43.0,176.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,2004.0,16
725,AJFeeley,MIA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,1
1295,AJFeeley,SD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,15
1861,AJFeeley,PHI,1.0,4.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,2006.0,12
2045,AJFeeley,PHI,1.0,22.0,33.0,321.0,3.0,0.0,1.0,3.0,0.0,25.1,25.1,2006.0,17
2533,AJFeeley,PHI,1.0,13.0,19.0,116.0,1.0,1.0,2.0,7.0,0.0,7.3,7.3,2007.0,11
2554,AJFeeley,PHI,1.0,27.0,42.0,345.0,3.0,3.0,1.0,2.0,0.0,20.0,20.0,2007.0,12
2615,AJFeeley,PHI,1.0,19.0,42.0,220.0,1.0,4.0,4.0,14.0,0.0,6.2,6.2,2007.0,13
2668,AJFeeley,PHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,14
4874,AJFeeley,STL,1.0,1.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,2011.0,1
5087,AJFeeley,STL,1.0,20.0,33.0,196.0,0.0,1.0,1.0,-1.0,0.0,5.7,5.7,2011.0,7
5123,AJFeeley,STL,1.0,20.0,37.0,175.0,1.0,0.0,2.0,5.0,0.0,10.5,10.5,2011.0,8
5204,AJFeeley,STL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,10
5316,AJFeeley,STL,1.0,12.0,22.0,156.0,0.0,1.0,0.0,0.0,0.0,3.2,3.2,2011.0,13
14,AaronBrooks,NO,1.0,18.0,37.0,223.0,1.0,1.0,2.0,16.0,0.0,12.5,12.5,2004.0,1
43,AaronBrooks,NO,1.0,25.0,34.0,279.0,3.0,0.0,6.0,4.0,0.0,23.6,23.6,2004.0,2
95,AaronBrooks,NO,1.0,24.0,41.0,316.0,1.0,0.0,5.0,27.0,0.0,19.3,19.3,2004.0,3
144,AaronBrooks,NO,1.0,24.0,40.0,242.0,0.0,0.0,3.0,13.0,0.0,10.0,10.0,2004.0,4
181,AaronBrooks,NO,1.0,11.0,23.0,106.0,2.0,1.0,3.0,15.0,0.0,11.7,11.7,2004.0,5
203,AaronBrooks,NO,1.0,22.0,38.0,249.0,1.0,1.0,3.0,25.0,1.0,20.5,20.5,2004.0,6
245,AaronBrooks,NO,1.0,23.0,39.0,282.0,1.0,0.0,3.0,0.0,0.0,15.3,15.3,2004.0,7
327,AaronBrooks,NO,1.0,16.0,29.0,173.0,1.0,1.0,2.0,15.0,0.0,9.4,9.4,2004.0,9
354,AaronBrooks,NO,1.0,15.0,27.0,259.0,1.0,1.0,4.0,1.0,1.0,18.5,18.5,2004.0,10
401,AaronBrooks,NO,1.0,34.0,60.0,377.0,1.0,3.0,1.0,7.0,0.0,13.8,13.8,2004.0,11
442,AaronBrooks,NO,1.0,19.0,34.0,189.0,1.0,2.0,3.0,10.0,1.0,14.6,14.6,2004.0,12
483,AaronBrooks,NO,1.0,20.0,40.0,251.0,3.0,2.0,4.0,8.0,0.0,18.8,18.8,2004.0,13
529,AaronBrooks,NO,1.0,18.0,31.0,252.0,1.0,2.0,5.0,18.0,0.0,11.9,11.9,2004.0,14
569,AaronBrooks,NO,1.0,14.0,21.0,169.0,2.0,0.0,3.0,17.0,0.0,16.5,16.5,2004.0,15
609,AaronBrooks,NO,1.0,12.0,24.0,227.0,1.0,2.0,5.0,12.0,1.0,16.3,16.3,2004.0,16
653,AaronBrooks,NO,1.0,14.0,24.0,216.0,1.0,0.0,5.0,11.0,0.0,13.7,13.7,2004.0,17
708,AaronBrooks,NO,1.0,18.0,24.0,192.0,0.0,0.0,3.0,32.0,0.0,9.9,9.9,2005.0,1
745,AaronBrooks,NO,1.0,27.0,45.0,375.0,1.0,3.0,3.0,10.0,0.0,13.0,13.0,2005.0,2
794,AaronBrooks,NO,1.0,12.0,32.0,199.0,1.0,2.0,3.0,29.0,0.0,10.9,10.9,2005.0,3
820,AaronBrooks,NO,1.0,15.0,26.0,172.0,0.0,0.0,7.0,33.0,1.0,16.2,16.2,2005.0,4
875,AaronBrooks,NO,1.0,9.0,22.0,146.0,0.0,2.0,2.0,32.0,0.0,5.0,5.0,2005.0,5
894,AaronBrooks,NO,1.0,22.0,33.0,259.0,2.0,1.0,3.0,28.0,0.0,19.2,19.2,2005.0,6
933,AaronBrooks,NO,1.0,18.0,39.0,230.0,2.0,1.0,3.0,28.0,0.0,18.0,18.0,2005.0,7
991,AaronBrooks,NO,1.0,14.0,31.0,181.0,0.0,1.0,6.0,34.0,0.0,8.6,8.6,2005.0,8
1024,AaronBrooks,NO,1.0,16.0,26.0,170.0,1.0,2.0,3.0,-6.0,1.0,12.2,12.2,2005.0,9
1086,AaronBrooks,NO,1.0,27.0,50.0,343.0,2.0,1.0,3.0,30.0,0.0,22.7,22.7,2005.0,11
1135,AaronBrooks,NO,1.0,17.0,23.0,181.0,3.0,0.0,2.0,-2.0,0.0,19.0,19.0,2005.0,12
1204,AaronBrooks,NO,1.0,18.0,34.0,215.0,0.0,4.0,3.0,9.0,0.0,1.5,1.5,2005.0,13
1225,AaronBrooks,NO,1.0,27.0,46.0,219.0,1.0,0.0,4.0,24.0,0.0,15.2,15.2,2005.0,14
1424,AaronBrooks,OAK,1.0,6.0,14.0,68.0,0.0,0.0,3.0,27.0,0.0,5.4,5.4,2006.0,1
1485,AaronBrooks,OAK,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-2.0,-2.0,2006.0,2
1794,AaronBrooks,OAK,1.0,13.0,22.0,179.0,1.0,1.0,5.0,34.0,0.0,12.6,12.6,2006.0,11
1838,AaronBrooks,OAK,1.0,17.0,30.0,187.0,1.0,2.0,4.0,29.0,0.0,10.4,10.4,2006.0,12
1890,AaronBrooks,OAK,1.0,25.0,42.0,238.0,0.0,2.0,3.0,13.0,0.0,6.8,6.8,2006.0,13
1929,AaronBrooks,OAK,1.0,23.0,39.0,199.0,1.0,1.0,2.0,11.0,0.0,11.1,11.1,2006.0,14
1980,AaronBrooks,OAK,1.0,11.0,19.0,98.0,0.0,1.0,2.0,10.0,0.0,2.9,2.9,2006.0,15
2076,AaronBrooks,OAK,1.0,15.0,26.0,136.0,0.0,1.0,1.0,0.0,0.0,2.4,2.4,2006.0,17
885,AaronRodgers,GB,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,5
1302,AaronRodgers,GB,1.0,8.0,15.0,65.0,0.0,1.0,1.0,8.0,0.0,-0.6,-0.6,2005.0,15
1395,AaronRodgers,GB,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-0.1,-0.1,2005.0,17
1549,AaronRodgers,GB,1.0,2.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,2006.0,4
1811,AaronRodgers,GB,1.0,4.0,12.0,32.0,0.0,0.0,2.0,11.0,0.0,1.4,1.4,2006.0,11
2495,AaronRodgers,GB,1.0,2.0,2.0,17.0,0.0,0.0,2.0,-1.0,0.0,0.6,0.6,2007.0,10
2599,AaronRodgers,GB,1.0,18.0,26.0,201.0,1.0,0.0,5.0,30.0,0.0,15.0,15.0,2007.0,13
2818,AaronRodgers,GB,1.0,18.0,22.0,178.0,1.0,0.0,8.0,35.0,1.0,20.6,20.6,2008.0,1
2856,AaronRodgers,GB,1.0,24.0,38.0,328.0,3.0,0.0,4.0,25.0,0.0,26.6,26.6,2008.0,2
2901,AaronRodgers,GB,1.0,22.0,39.0,290.0,0.0,0.0,5.0,10.0,1.0,18.6,18.6,2008.0,3
2953,AaronRodgers,GB,1.0,14.0,27.0,165.0,2.0,3.0,2.0,8.0,0.0,9.4,9.4,2008.0,4
2970,AaronRodgers,GB,1.0,25.0,37.0,313.0,3.0,1.0,2.0,4.0,0.0,22.9,22.9,2008.0,5
3011,AaronRodgers,GB,1.0,21.0,30.0,208.0,2.0,0.0,6.0,23.0,1.0,23.6,23.6,2008.0,6
3051,AaronRodgers,GB,1.0,21.0,28.0,186.0,1.0,0.0,3.0,8.0,0.0,12.2,12.2,2008.0,7
3120,AaronRodgers,GB,1.0,22.0,41.0,314.0,1.0,1.0,2.0,11.0,0.0,14.7,14.7,2008.0,9
3165,AaronRodgers,GB,1.0,15.0,26.0,142.0,0.0,0.0,1.0,1.0,0.0,5.8,5.8,2008.0,10
3188,AaronRodgers,GB,1.0,23.0,30.0,227.0,2.0,1.0,1.0,1.0,0.0,15.2,15.2,2008.0,11
3223,AaronRodgers,GB,1.0,23.0,41.0,248.0,2.0,3.0,8.0,36.0,1.0,21.5,21.5,2008.0,12
3264,AaronRodgers,GB,1.0,29.0,45.0,298.0,3.0,1.0,5.0,26.0,0.0,24.5,24.5,2008.0,13
3311,AaronRodgers,GB,1.0,19.0,30.0,295.0,2.0,1.0,1.0,4.0,0.0,18.2,18.2,2008.0,14
3354,AaronRodgers,GB,1.0,20.0,32.0,278.0,1.0,1.0,5.0,22.0,0.0,15.3,15.3,2008.0,15
3393,AaronRodgers,GB,1.0,24.0,39.0,260.0,2.0,1.0,2.0,-6.0,0.0,15.8,15.8,2008.0,16
3423,AaronRodgers,GB,1.0,21.0,31.0,308.0,3.0,0.0,1.0,-1.0,0.0,24.2,24.2,2008.0,17
3481,AaronRodgers,GB,1.0,17.0,28.0,184.0,1.0,0.0,3.0,7.0,0.0,12.1,12.1,2009.0,1
3520,AaronRodgers,GB,1.0,21.0,39.0,261.0,1.0,0.0,4.0,43.0,0.0,18.7,18.7,2009.0,2
3552,AaronRodgers,GB,1.0,13.0,23.0,269.0,2.0,0.0,8.0,38.0,1.0,28.6,28.6,2009.0,3
3600,AaronRodgers,GB,1.0,26.0,37.0,384.0,2.0,1.0,2.0,16.0,0.0,22.0,22.0,2009.0,4
3677,AaronRodgers,GB,1.0,29.0,37.0,358.0,2.0,1.0,3.0,9.0,0.0,20.2,20.2,2009.0,6
3712,AaronRodgers,GB,1.0,15.0,20.0,246.0,3.0,0.0,4.0,23.0,0.0,24.1,24.1,2009.0,7
3750,AaronRodgers,GB,1.0,26.0,41.0,287.0,3.0,0.0,5.0,52.0,0.0,28.7,28.7,2009.0,8
3790,AaronRodgers,GB,1.0,17.0,35.0,266.0,2.0,3.0,3.0,26.0,1.0,21.2,21.2,2009.0,9
3825,AaronRodgers,GB,1.0,25.0,36.0,189.0,1.0,0.0,5.0,15.0,1.0,19.1,19.1,2009.0,10
3867,AaronRodgers,GB,1.0,32.0,45.0,344.0,2.0,0.0,7.0,13.0,0.0,23.1,23.1,2009.0,11
3907,AaronRodgers,GB,1.0,28.0,39.0,348.0,3.0,0.0,1.0,5.0,0.0,25.4,25.4,2009.0,12
3957,AaronRodgers,GB,1.0,26.0,40.0,263.0,3.0,2.0,4.0,30.0,0.0,21.5,21.5,2009.0,13
4022,AaronRodgers,GB,1.0,16.0,24.0,180.0,0.0,0.0,4.0,-6.0,0.0,5.6,5.6,2009.0,14
4038,AaronRodgers,GB,1.0,26.0,48.0,383.0,3.0,0.0,3.0,22.0,1.0,35.5,35.5,2009.0,15
4094,AaronRodgers,GB,1.0,12.0,23.0,237.0,1.0,0.0,1.0,9.0,0.0,14.4,14.4,2009.0,16
4133,AaronRodgers,GB,1.0,21.0,26.0,235.0,1.0,0.0,2.0,2.0,1.0,19.6,19.6,2009.0,17
4194,AaronRodgers,GB,1.0,19.0,31.0,188.0,2.0,2.0,5.0,9.0,0.0,12.4,12.4,2010.0,1
4218,AaronRodgers,GB,1.0,19.0,29.0,255.0,2.0,0.0,5.0,20.0,1.0,26.2,26.2,2010.0,2
4262,AaronRodgers,GB,1.0,34.0,45.0,316.0,1.0,1.0,2.0,20.0,1.0,22.6,22.6,2010.0,3
4305,AaronRodgers,GB,1.0,12.0,17.0,181.0,3.0,2.0,3.0,20.0,0.0,17.2,17.2,2010.0,4
4346,AaronRodgers,GB,1.0,27.0,46.0,293.0,1.0,1.0,4.0,30.0,0.0,16.7,16.7,2010.0,5
4374,AaronRodgers,GB,1.0,18.0,33.0,313.0,1.0,1.0,4.0,14.0,1.0,21.9,21.9,2010.0,6
4419,AaronRodgers,GB,1.0,21.0,34.0,295.0,2.0,2.0,3.0,14.0,0.0,17.2,17.2,2010.0,7
4469,AaronRodgers,GB,1.0,15.0,34.0,170.0,0.0,0.0,3.0,5.0,0.0,7.3,7.3,2010.0,8
4481,AaronRodgers,GB,1.0,27.0,34.0,289.0,3.0,0.0,5.0,41.0,0.0,27.7,27.7,2010.0,9
4553,AaronRodgers,GB,1.0,22.0,31.0,301.0,4.0,0.0,3.0,21.0,0.0,30.1,30.1,2010.0,11
4595,AaronRodgers,GB,1.0,26.0,35.0,344.0,1.0,0.0,12.0,51.0,1.0,27.9,27.9,2010.0,12
4634,AaronRodgers,GB,1.0,21.0,30.0,298.0,3.0,0.0,4.0,39.0,0.0,27.8,27.8,2010.0,13
4702,AaronRodgers,GB,1.0,7.0,11.0,46.0,0.0,1.0,2.0,25.0,0.0,2.3,2.3,2010.0,14
4753,AaronRodgers,GB,1.0,25.0,37.0,404.0,4.0,0.0,2.0,26.0,0.0,34.8,34.8,2010.0,16
4809,AaronRodgers,GB,1.0,19.0,28.0,229.0,1.0,1.0,7.0,21.0,0.0,13.3,13.3,2010.0,17
4845,AaronRodgers,GB,1.0,27.0,35.0,312.0,3.0,0.0,4.0,1.0,0.0,24.6,24.6,2011.0,1
4887,AaronRodgers,GB,1.0,19.0,30.0,308.0,2.0,0.0,5.0,13.0,0.0,21.6,21.6,2011.0,2
4929,AaronRodgers,GB,1.0,28.0,38.0,297.0,3.0,1.0,1.0,3.0,0.0,22.2,22.2,2011.0,3
4959,AaronRodgers,GB,1.0,29.0,38.0,408.0,4.0,1.0,9.0,36.0,2.0,45.9,45.9,2011.0,4
5001,AaronRodgers,GB,1.0,26.0,39.0,396.0,2.0,0.0,1.0,-1.0,0.0,23.7,23.7,2011.0,5
5033,AaronRodgers,GB,1.0,18.0,29.0,316.0,3.0,1.0,7.0,15.0,0.0,24.1,24.1,2011.0,6
5070,AaronRodgers,GB,1.0,24.0,30.0,335.0,3.0,0.0,2.0,8.0,0.0,26.2,26.2,2011.0,7
5134,AaronRodgers,GB,1.0,21.0,26.0,247.0,4.0,0.0,8.0,52.0,0.0,31.1,31.1,2011.0,9
5168,AaronRodgers,GB,1.0,23.0,30.0,250.0,4.0,0.0,6.0,21.0,0.0,28.1,28.1,2011.0,10
5214,AaronRodgers,GB,1.0,23.0,34.0,299.0,3.0,1.0,5.0,28.0,0.0,24.8,24.8,2011.0,11
5254,AaronRodgers,GB,1.0,22.0,33.0,307.0,2.0,0.0,1.0,-1.0,0.0,20.2,20.2,2011.0,12
5287,AaronRodgers,GB,1.0,28.0,46.0,369.0,4.0,1.0,4.0,32.0,0.0,32.0,32.0,2011.0,13
5342,AaronRodgers,GB,1.0,17.0,30.0,281.0,2.0,1.0,0.0,0.0,0.0,17.2,17.2,2011.0,14
5380,AaronRodgers,GB,1.0,17.0,35.0,235.0,1.0,0.0,3.0,32.0,1.0,22.6,22.6,2011.0,15
5416,AaronRodgers,GB,1.0,21.0,29.0,283.0,5.0,0.0,4.0,18.0,0.0,33.1,33.1,2011.0,16
5502,AaronRodgers,GB,1.0,30.0,44.0,303.0,2.0,1.0,5.0,27.0,0.0,20.8,20.8,2012.0,1
5562,AaronRodgers,GB,1.0,22.0,32.0,219.0,1.0,1.0,3.0,-6.0,0.0,10.2,10.2,2012.0,2
5594,AaronRodgers,GB,1.0,26.0,39.0,223.0,0.0,0.0,2.0,17.0,0.0,10.6,10.6,2012.0,3
5612,AaronRodgers,GB,1.0,31.0,41.0,319.0,4.0,1.0,5.0,13.0,0.0,28.1,28.1,2012.0,4
5649,AaronRodgers,GB,1.0,21.0,33.0,243.0,3.0,1.0,5.0,57.0,0.0,25.4,25.4,2012.0,5
5679,AaronRodgers,GB,1.0,24.0,37.0,338.0,6.0,0.0,2.0,17.0,0.0,39.2,39.2,2012.0,6
5714,AaronRodgers,GB,1.0,30.0,37.0,342.0,3.0,0.0,2.0,0.0,0.0,25.7,25.7,2012.0,7
5755,AaronRodgers,GB,1.0,22.0,35.0,186.0,2.0,0.0,3.0,4.0,0.0,14.8,14.8,2012.0,8
5778,AaronRodgers,GB,1.0,14.0,30.0,218.0,4.0,1.0,8.0,33.0,0.0,26.0,26.0,2012.0,9
5859,AaronRodgers,GB,1.0,19.0,27.0,236.0,2.0,1.0,1.0,3.0,0.0,15.7,15.7,2012.0,11
5901,AaronRodgers,GB,1.0,14.0,25.0,219.0,1.0,1.0,3.0,22.0,0.0,12.0,12.0,2012.0,12
5932,AaronRodgers,GB,1.0,27.0,35.0,286.0,1.0,1.0,4.0,15.0,0.0,14.9,14.9,2012.0,13
5962,AaronRodgers,GB,1.0,14.0,24.0,173.0,0.0,0.0,3.0,32.0,1.0,15.1,15.1,2012.0,14
5992,AaronRodgers,GB,1.0,23.0,36.0,291.0,3.0,0.0,4.0,14.0,0.0,25.0,25.0,2012.0,15
6027,AaronRodgers,GB,1.0,27.0,38.0,342.0,3.0,0.0,4.0,11.0,1.0,32.8,32.8,2012.0,16
6069,AaronRodgers,GB,1.0,28.0,40.0,365.0,4.0,0.0,0.0,0.0,0.0,29.6,29.6,2012.0,17
6113,AaronRodgers,GB,1.0,21.0,37.0,333.0,3.0,1.0,2.0,13.0,0.0,24.6,24.6,2013.0,1
6142,AaronRodgers,GB,1.0,34.0,42.0,480.0,4.0,0.0,3.0,-3.0,0.0,34.9,34.9,2013.0,2
6199,AaronRodgers,GB,1.0,26.0,43.0,244.0,1.0,2.0,3.0,24.0,0.0,12.2,12.2,2013.0,3
6261,AaronRodgers,GB,1.0,20.0,30.0,274.0,1.0,0.0,5.0,8.0,0.0,15.8,15.8,2013.0,5
6291,AaronRodgers,GB,1.0,17.0,32.0,315.0,1.0,1.0,5.0,21.0,0.0,16.7,16.7,2013.0,6
6318,AaronRodgers,GB,1.0,25.0,36.0,260.0,3.0,0.0,4.0,12.0,0.0,23.6,23.6,2013.0,7
6353,AaronRodgers,GB,1.0,24.0,29.0,285.0,2.0,0.0,6.0,31.0,0.0,22.5,22.5,2013.0,8
6405,AaronRodgers,GB,1.0,1.0,2.0,27.0,0.0,0.0,1.0,9.0,0.0,2.0,2.0,2013.0,9
6668,AaronRodgers,GB,1.0,25.0,39.0,318.0,2.0,2.0,1.0,5.0,0.0,17.2,17.2,2013.0,17
6721,AaronRodgers,GB,1.0,23.0,33.0,189.0,1.0,1.0,0.0,0.0,0.0,9.6,9.6,2014.0,1
6727,AaronRodgers,GB,1.0,25.0,42.0,346.0,3.0,0.0,6.0,28.0,0.0,27.6,27.6,2014.0,2
6789,AaronRodgers,GB,1.0,16.0,27.0,162.0,1.0,0.0,0.0,0.0,0.0,10.5,10.5,2014.0,3
6806,AaronRodgers,GB,1.0,22.0,28.0,302.0,4.0,0.0,1.0,8.0,0.0,28.9,28.9,2014.0,4
6848,AaronRodgers,GB,1.0,12.0,17.0,156.0,3.0,0.0,0.0,0.0,0.0,18.2,18.2,2014.0,5
6878,AaronRodgers,GB,1.0,24.0,42.0,264.0,3.0,0.0,7.0,34.0,0.0,26.0,26.0,2014.0,6
6908,AaronRodgers,GB,1.0,19.0,22.0,255.0,3.0,0.0,3.0,21.0,0.0,24.3,24.3,2014.0,7
6947,AaronRodgers,GB,1.0,28.0,39.0,418.0,1.0,2.0,2.0,21.0,1.0,24.8,24.8,2014.0,8
7008,AaronRodgers,GB,1.0,18.0,27.0,315.0,6.0,0.0,0.0,0.0,0.0,36.6,36.6,2014.0,10
7041,AaronRodgers,GB,1.0,22.0,36.0,341.0,3.0,0.0,3.0,32.0,0.0,28.8,28.8,2014.0,11
7078,AaronRodgers,GB,1.0,19.0,29.0,209.0,2.0,0.0,6.0,34.0,0.0,19.8,19.8,2014.0,12
7108,AaronRodgers,GB,1.0,24.0,38.0,368.0,2.0,0.0,5.0,22.0,0.0,24.9,24.9,2014.0,13
7143,AaronRodgers,GB,1.0,24.0,36.0,327.0,3.0,0.0,5.0,28.0,0.0,27.9,27.9,2014.0,14
7201,AaronRodgers,GB,1.0,17.0,42.0,185.0,0.0,2.0,3.0,27.0,0.0,6.1,6.1,2014.0,15
7228,AaronRodgers,GB,1.0,31.0,40.0,318.0,1.0,0.0,0.0,0.0,0.0,15.7,15.7,2014.0,16
7253,AaronRodgers,GB,1.0,17.0,22.0,226.0,2.0,0.0,2.0,14.0,1.0,24.4,24.4,2014.0,17
7293,AaronRodgers,GB,1.0,18.0,23.0,189.0,3.0,0.0,8.0,35.0,0.0,23.1,23.1,2015.0,1
7339,AaronRodgers,GB,1.0,25.0,33.0,249.0,2.0,0.0,6.0,23.0,0.0,20.3,20.3,2015.0,2
769,AlexSmith,SF,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.3,0.3,2005.0,2
841,AlexSmith,SF,1.0,6.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,2005.0,4
891,AlexSmith,SF,1.0,9.0,23.0,74.0,0.0,4.0,2.0,3.0,0.0,-5.7,-5.7,2005.0,5
959,AlexSmith,SF,1.0,8.0,16.0,92.0,0.0,1.0,2.0,4.0,0.0,1.1,1.1,2005.0,7
1202,AlexSmith,SF,1.0,16.0,24.0,185.0,0.0,3.0,4.0,12.0,0.0,2.6,2.6,2005.0,13
1246,AlexSmith,SF,1.0,9.0,22.0,77.0,0.0,1.0,6.0,20.0,0.0,2.1,2.1,2005.0,14
1277,AlexSmith,SF,1.0,8.0,24.0,123.0,0.0,1.0,4.0,30.0,0.0,5.9,5.9,2005.0,15
1331,AlexSmith,SF,1.0,12.0,16.0,131.0,0.0,0.0,7.0,21.0,0.0,7.3,7.3,2005.0,16
1365,AlexSmith,SF,1.0,16.0,29.0,159.0,1.0,1.0,4.0,10.0,0.0,9.4,9.4,2005.0,17
1405,AlexSmith,SF,1.0,23.0,40.0,288.0,1.0,0.0,0.0,0.0,0.0,15.5,15.5,2006.0,1
1456,AlexSmith,SF,1.0,11.0,22.0,233.0,1.0,0.0,3.0,-1.0,0.0,13.2,13.2,2006.0,2
1495,AlexSmith,SF,1.0,27.0,46.0,293.0,1.0,0.0,6.0,39.0,0.0,18.6,18.6,2006.0,3
1547,AlexSmith,SF,1.0,13.0,25.0,92.0,0.0,2.0,3.0,15.0,0.0,1.2,1.2,2006.0,4
1568,AlexSmith,SF,1.0,15.0,19.0,165.0,3.0,1.0,2.0,10.0,0.0,17.6,17.6,2006.0,5
1613,AlexSmith,SF,1.0,20.0,31.0,214.0,2.0,1.0,0.0,0.0,0.0,14.6,14.6,2006.0,6
1688,AlexSmith,SF,1.0,16.0,26.0,146.0,1.0,1.0,5.0,23.0,0.0,8.1,8.1,2006.0,8
1729,AlexSmith,SF,1.0,13.0,21.0,105.0,0.0,1.0,3.0,4.0,0.0,2.6,2.6,2006.0,9
1765,AlexSmith,SF,1.0,14.0,20.0,136.0,0.0,0.0,8.0,15.0,0.0,5.9,5.9,2006.0,10
1785,AlexSmith,SF,1.0,19.0,25.0,163.0,1.0,0.0,1.0,1.0,1.0,16.6,16.6,2006.0,11
1845,AlexSmith,SF,1.0,13.0,25.0,148.0,1.0,2.0,0.0,0.0,0.0,5.9,5.9,2006.0,12
1891,AlexSmith,SF,1.0,14.0,28.0,171.0,1.0,3.0,0.0,0.0,0.0,4.8,4.8,2006.0,13
1932,AlexSmith,SF,1.0,12.0,29.0,201.0,1.0,2.0,2.0,4.0,0.0,8.4,8.4,2006.0,14
1953,AlexSmith,SF,1.0,14.0,25.0,162.0,2.0,0.0,6.0,33.0,1.0,23.8,23.8,2006.0,15
2021,AlexSmith,SF,1.0,18.0,29.0,190.0,0.0,1.0,0.0,0.0,0.0,5.6,5.6,2006.0,16
2064,AlexSmith,SF,1.0,17.0,32.0,194.0,1.0,1.0,2.0,8.0,0.0,10.6,10.6,2006.0,17
2114,AlexSmith,SF,1.0,15.0,31.0,126.0,0.0,0.0,3.0,36.0,0.0,7.6,7.6,2007.0,1
2169,AlexSmith,SF,1.0,11.0,17.0,126.0,0.0,0.0,2.0,-1.0,0.0,3.9,3.9,2007.0,2
2200,AlexSmith,SF,1.0,17.0,35.0,209.0,1.0,1.0,3.0,32.0,0.0,13.6,13.6,2007.0,3
2265,AlexSmith,SF,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,4
2398,AlexSmith,SF,1.0,22.0,43.0,190.0,1.0,0.0,4.0,16.0,0.0,13.2,13.2,2007.0,8
2463,AlexSmith,SF,1.0,17.0,38.0,149.0,0.0,3.0,0.0,0.0,0.0,-1.0,-1.0,2007.0,9
2492,AlexSmith,SF,1.0,12.0,28.0,114.0,0.0,0.0,1.0,6.0,0.0,3.2,3.2,2007.0,10
3592,AlexSmith,SF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,3
3716,AlexSmith,SF,1.0,15.0,22.0,206.0,3.0,1.0,2.0,16.0,0.0,19.8,19.8,2009.0,7
3763,AlexSmith,SF,1.0,19.0,32.0,198.0,1.0,1.0,1.0,10.0,0.0,10.9,10.9,2009.0,8
3806,AlexSmith,SF,1.0,29.0,45.0,286.0,2.0,3.0,2.0,11.0,0.0,13.5,13.5,2009.0,9
3847,AlexSmith,SF,1.0,16.0,23.0,118.0,0.0,1.0,2.0,2.0,0.0,2.9,2.9,2009.0,10
3870,AlexSmith,SF,1.0,16.0,33.0,227.0,3.0,1.0,1.0,2.0,0.0,19.3,19.3,2009.0,11
3915,AlexSmith,SF,1.0,27.0,41.0,232.0,2.0,0.0,3.0,8.0,0.0,18.1,18.1,2009.0,12
3958,AlexSmith,SF,1.0,27.0,45.0,310.0,2.0,0.0,1.0,1.0,0.0,20.5,20.5,2009.0,13
4013,AlexSmith,SF,1.0,19.0,35.0,144.0,2.0,2.0,4.0,2.0,0.0,10.0,10.0,2009.0,14
4067,AlexSmith,SF,1.0,20.0,37.0,177.0,1.0,3.0,1.0,1.0,0.0,5.2,5.2,2009.0,15
