,Name,Team,Games,PassComp,PassAtt,PassYards,PassTD,INT,RunAtt,RunYards,RunTD,FFP,FFPPG,Season,Week
3658,DavidGarrard,JAC,1.0,18.0,31.0,188.0,0.0,0.0,1.0,1.0,0.0,7.6,7.6,2009.0,5
3684,DavidGarrard,JAC,1.0,30.0,43.0,335.0,0.0,2.0,4.0,31.0,0.0,14.5,17.5,2009.0,6
3775,DavidGarrard,JAC,1.0,14.0,27.0,139.0,0.0,2.0,3.0,22.0,0.0,5.8,5.8,2009.0,8
3798,DavidGarrard,JAC,1.0,18.0,27.0,264.0,1.0,0.0,9.0,29.0,0.0,17.5,17.5,2009.0,9
3827,DavidGarrard,JAC,1.0,16.0,26.0,221.0,1.0,0.0,6.0,11.0,1.0,19.9,19.9,2009.0,10
3884,DavidGarrard,JAC,1.0,21.0,30.0,215.0,1.0,1.0,6.0,16.0,0.0,13.2,13.2,2009.0,11
3924,DavidGarrard,JAC,1.0,25.0,36.0,307.0,0.0,0.0,2.0,10.0,0.0,13.3,16.3,2009.0,12
3964,DavidGarrard,JAC,1.0,15.0,28.0,238.0,2.0,0.0,8.0,13.0,0.0,18.8,18.8,2009.0,13
4020,DavidGarrard,JAC,1.0,11.0,26.0,139.0,0.0,0.0,6.0,26.0,0.0,8.2,8.2,2009.0,14
4050,DavidGarrard,JAC,1.0,23.0,40.0,223.0,3.0,1.0,2.0,6.0,0.0,20.5,20.5,2009.0,15
4104,DavidGarrard,JAC,1.0,19.0,25.0,185.0,0.0,2.0,4.0,10.0,1.0,12.4,12.4,2009.0,16
4139,DavidGarrard,JAC,1.0,22.0,39.0,202.0,2.0,1.0,5.0,40.0,0.0,19.1,19.1,2009.0,17
4189,DavidGarrard,JAC,1.0,16.0,21.0,170.0,3.0,0.0,7.0,10.0,0.0,19.8,19.8,2010.0,1
4245,DavidGarrard,JAC,1.0,15.0,23.0,173.0,1.0,4.0,1.0,-1.0,0.0,6.8,6.8,2010.0,2
4293,DavidGarrard,JAC,1.0,13.0,30.0,105.0,0.0,1.0,7.0,32.0,0.0,6.4,6.4,2010.0,3
4300,DavidGarrard,JAC,1.0,17.0,22.0,163.0,2.0,0.0,5.0,44.0,1.0,24.9,24.9,2010.0,4
4346,DavidGarrard,JAC,1.0,16.0,20.0,178.0,3.0,1.0,3.0,9.0,0.0,19.0,19.0,2010.0,5
4409,DavidGarrard,JAC,1.0,7.0,12.0,49.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2010.0,6
4450,DavidGarrard,JAC,1.0,17.0,21.0,260.0,4.0,0.0,2.0,2.0,1.0,32.6,32.6,2010.0,8
4524,DavidGarrard,JAC,1.0,24.0,31.0,342.0,2.0,0.0,7.0,35.0,0.0,25.2,28.2,2010.0,10
4571,DavidGarrard,JAC,1.0,20.0,34.0,254.0,2.0,3.0,2.0,9.0,0.0,16.1,16.1,2010.0,11
4609,DavidGarrard,JAC,1.0,20.0,35.0,162.0,0.0,1.0,6.0,41.0,1.0,15.6,15.6,2010.0,12
4654,DavidGarrard,JAC,1.0,14.0,19.0,126.0,0.0,0.0,10.0,19.0,1.0,12.9,12.9,2010.0,13
4684,DavidGarrard,JAC,1.0,11.0,22.0,159.0,3.0,1.0,5.0,32.0,0.0,20.6,20.6,2010.0,14
4726,DavidGarrard,JAC,1.0,24.0,38.0,294.0,2.0,1.0,4.0,8.0,0.0,19.6,19.6,2010.0,15
4763,DavidGarrard,JAC,1.0,22.0,38.0,299.0,1.0,2.0,6.0,39.0,1.0,23.9,23.9,2010.0,16
3466,DennisDixon,PIT,1.0,1.0,1.0,3.0,0.0,0.0,2.0,-3.0,0.0,-0.2,-0.2,2008.0,17
3920,DennisDixon,PIT,1.0,12.0,26.0,145.0,1.0,1.0,3.0,27.0,1.0,17.5,17.5,2009.0,12
4206,DennisDixon,PIT,1.0,18.0,26.0,236.0,0.0,1.0,2.0,4.0,0.0,8.8,8.8,2010.0,1
4252,DennisDixon,PIT,1.0,4.0,6.0,18.0,0.0,0.0,3.0,28.0,0.0,3.5,3.5,2010.0,2
1666,DerekAnderson,CLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,7
1872,DerekAnderson,CLE,1.0,12.0,21.0,171.0,2.0,1.0,2.0,44.0,0.0,18.2,18.2,2006.0,13
1925,DerekAnderson,CLE,1.0,21.0,37.0,276.0,1.0,1.0,1.0,4.0,0.0,14.4,14.4,2006.0,14
1963,DerekAnderson,CLE,1.0,23.0,32.0,223.0,2.0,2.0,0.0,0.0,0.0,14.9,14.9,2006.0,15
2034,DerekAnderson,CLE,1.0,10.0,27.0,123.0,0.0,4.0,1.0,-1.0,0.0,0.8,0.8,2006.0,16
2112,DerekAnderson,CLE,1.0,13.0,28.0,184.0,1.0,1.0,1.0,-1.0,0.0,10.3,10.3,2007.0,1
2140,DerekAnderson,CLE,1.0,20.0,33.0,328.0,5.0,1.0,0.0,0.0,0.0,32.1,35.1,2007.0,2
2193,DerekAnderson,CLE,1.0,18.0,37.0,248.0,1.0,2.0,2.0,12.0,1.0,19.1,19.1,2007.0,3
2247,DerekAnderson,CLE,1.0,10.0,18.0,204.0,2.0,1.0,3.0,0.0,0.0,15.2,15.2,2007.0,4
2275,DerekAnderson,CLE,1.0,22.0,43.0,287.0,2.0,3.0,3.0,7.0,0.0,17.2,17.2,2007.0,5
2314,DerekAnderson,CLE,1.0,18.0,25.0,245.0,3.0,0.0,5.0,13.0,1.0,29.1,29.1,2007.0,6
2391,DerekAnderson,CLE,1.0,18.0,25.0,248.0,3.0,0.0,1.0,-1.0,0.0,21.8,21.8,2007.0,8
2441,DerekAnderson,CLE,1.0,29.0,48.0,364.0,0.0,1.0,2.0,21.0,0.0,15.7,18.7,2007.0,9
2476,DerekAnderson,CLE,1.0,16.0,35.0,123.0,3.0,0.0,2.0,5.0,0.0,17.4,17.4,2007.0,10
2519,DerekAnderson,CLE,1.0,24.0,38.0,274.0,0.0,1.0,3.0,2.0,1.0,16.2,16.2,2007.0,11
2558,DerekAnderson,CLE,1.0,24.0,35.0,253.0,2.0,1.0,0.0,0.0,0.0,17.1,17.1,2007.0,12
2594,DerekAnderson,CLE,1.0,21.0,41.0,304.0,2.0,2.0,2.0,10.0,0.0,19.2,22.2,2007.0,13
2645,DerekAnderson,CLE,1.0,16.0,29.0,185.0,2.0,1.0,3.0,3.0,0.0,14.7,14.7,2007.0,14
2710,DerekAnderson,CLE,1.0,9.0,24.0,137.0,0.0,0.0,1.0,0.0,0.0,5.5,5.5,2007.0,15
2737,DerekAnderson,CLE,1.0,29.0,48.0,250.0,2.0,4.0,1.0,6.0,0.0,14.6,14.6,2007.0,16
2797,DerekAnderson,CLE,1.0,11.0,20.0,152.0,1.0,1.0,1.0,0.0,0.0,9.1,9.1,2007.0,17
2838,DerekAnderson,CLE,1.0,11.0,24.0,114.0,1.0,0.0,4.0,24.0,0.0,11.0,11.0,2008.0,1
2882,DerekAnderson,CLE,1.0,18.0,32.0,166.0,0.0,2.0,3.0,6.0,0.0,5.2,5.2,2008.0,2
2927,DerekAnderson,CLE,1.0,14.0,37.0,125.0,1.0,3.0,1.0,2.0,0.0,6.2,6.2,2008.0,3
2960,DerekAnderson,CLE,1.0,15.0,24.0,138.0,1.0,1.0,4.0,11.0,0.0,9.6,9.6,2008.0,4
3016,DerekAnderson,CLE,1.0,18.0,29.0,310.0,2.0,0.0,4.0,-2.0,0.0,20.2,23.2,2008.0,6
3065,DerekAnderson,CLE,1.0,14.0,37.0,136.0,1.0,0.0,3.0,4.0,0.0,9.8,9.8,2008.0,7
3097,DerekAnderson,CLE,1.0,14.0,27.0,246.0,1.0,0.0,0.0,0.0,0.0,13.8,13.8,2008.0,8
3123,DerekAnderson,CLE,1.0,17.0,33.0,219.0,2.0,1.0,2.0,8.0,0.0,16.6,16.6,2008.0,9
3253,DerekAnderson,CLE,1.0,5.0,14.0,51.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2008.0,12
3292,DerekAnderson,CLE,1.0,16.0,26.0,110.0,0.0,0.0,2.0,5.0,0.0,4.9,4.9,2008.0,13
3588,DerekAnderson,CLE,1.0,11.0,19.0,92.0,0.0,3.0,0.0,0.0,0.0,0.7,0.7,2009.0,3
3611,DerekAnderson,CLE,1.0,26.0,48.0,269.0,1.0,1.0,2.0,2.0,1.0,20.0,20.0,2009.0,4
3668,DerekAnderson,CLE,1.0,2.0,17.0,23.0,0.0,1.0,1.0,2.0,0.0,0.1,0.1,2009.0,5
3695,DerekAnderson,CLE,1.0,9.0,24.0,122.0,1.0,1.0,1.0,-1.0,0.0,7.8,7.8,2009.0,6
3736,DerekAnderson,CLE,1.0,12.0,29.0,99.0,0.0,1.0,2.0,3.0,0.0,3.3,3.3,2009.0,7
3773,DerekAnderson,CLE,1.0,6.0,17.0,76.0,0.0,2.0,2.0,1.0,1.0,7.1,7.1,2009.0,8
4109,DerekAnderson,CLE,1.0,8.0,17.0,121.0,1.0,0.0,1.0,-1.0,0.0,8.7,8.7,2009.0,16
4167,DerekAnderson,CLE,1.0,7.0,11.0,86.0,0.0,1.0,1.0,2.0,0.0,2.6,2.6,2009.0,17
4193,DerekAnderson,ARI,1.0,22.0,41.0,297.0,1.0,0.0,1.0,9.0,0.0,16.8,16.8,2010.0,1
4250,DerekAnderson,ARI,1.0,17.0,31.0,161.0,0.0,2.0,0.0,0.0,0.0,4.4,4.4,2010.0,2
4284,DerekAnderson,ARI,1.0,12.0,26.0,122.0,2.0,1.0,0.0,0.0,0.0,11.9,11.9,2010.0,3
4332,DerekAnderson,ARI,1.0,7.0,14.0,64.0,0.0,2.0,0.0,0.0,0.0,0.6,0.6,2010.0,4
4369,DerekAnderson,ARI,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2010.0,5
4440,DerekAnderson,ARI,1.0,8.0,17.0,96.0,0.0,0.0,0.0,0.0,0.0,3.8,3.8,2010.0,7
4467,DerekAnderson,ARI,1.0,16.0,24.0,234.0,1.0,2.0,0.0,0.0,0.0,11.4,11.4,2010.0,8
4502,DerekAnderson,ARI,1.0,15.0,26.0,179.0,1.0,0.0,3.0,16.0,0.0,12.8,12.8,2010.0,9
4537,DerekAnderson,ARI,1.0,23.0,45.0,322.0,1.0,1.0,0.0,0.0,0.0,15.9,18.9,2010.0,10
4573,DerekAnderson,ARI,1.0,25.0,46.0,295.0,1.0,0.0,0.0,0.0,0.0,15.8,15.8,2010.0,11
4626,DerekAnderson,ARI,1.0,16.0,35.0,196.0,0.0,1.0,1.0,0.0,0.0,6.8,6.8,2010.0,12
4666,DerekAnderson,ARI,1.0,7.0,20.0,93.0,0.0,1.0,0.0,0.0,0.0,2.7,2.7,2010.0,13
5458,DerekAnderson,CAR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-0.1,-0.1,2011.0,16
5500,DerekAnderson,CAR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-0.1,-0.1,2011.0,17
5608,DerekAnderson,CAR,1.0,3.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,2012.0,3
6106,DerekAnderson,CAR,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2012.0,17
6213,DerekAnderson,CAR,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,-0.1,-0.1,2013.0,3
6315,DerekAnderson,CAR,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,-0.1,-0.1,2013.0,6
6546,DerekAnderson,CAR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.2,0.2,2013.0,13
6707,DerekAnderson,CAR,1.0,24.0,34.0,230.0,2.0,0.0,3.0,10.0,0.0,18.2,18.2,2014.0,1
6796,DerekAnderson,CAR,1.0,5.0,6.0,80.0,1.0,0.0,0.0,0.0,0.0,7.2,7.2,2014.0,3
6835,DerekAnderson,CAR,1.0,6.0,9.0,71.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,2014.0,4
6939,DerekAnderson,CAR,1.0,5.0,8.0,43.0,1.0,0.0,0.0,0.0,0.0,5.7,5.7,2014.0,7
7189,DerekAnderson,CAR,1.0,25.0,40.0,277.0,1.0,0.0,5.0,14.0,0.0,16.5,16.5,2014.0,15
6717,DerekCarr,OAK,1.0,20.0,32.0,151.0,2.0,0.0,1.0,-1.0,0.0,13.9,13.9,2014.0,1
6738,DerekCarr,OAK,1.0,27.0,42.0,263.0,1.0,2.0,4.0,58.0,0.0,18.3,18.3,2014.0,2
6798,DerekCarr,OAK,1.0,21.0,34.0,174.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,2014.0,3
6830,DerekCarr,OAK,1.0,16.0,25.0,146.0,1.0,1.0,2.0,9.0,0.0,9.7,9.7,2014.0,4
6882,DerekCarr,OAK,1.0,18.0,34.0,282.0,4.0,1.0,1.0,2.0,0.0,26.5,26.5,2014.0,6
6937,DerekCarr,OAK,1.0,16.0,28.0,173.0,0.0,0.0,2.0,2.0,0.0,7.1,7.1,2014.0,7
6960,DerekCarr,OAK,1.0,34.0,54.0,328.0,1.0,0.0,2.0,-3.0,0.0,16.8,19.8,2014.0,8
7000,DerekCarr,OAK,1.0,24.0,41.0,194.0,2.0,2.0,2.0,9.0,0.0,14.7,14.7,2014.0,9
7026,DerekCarr,OAK,1.0,30.0,47.0,192.0,2.0,2.0,0.0,0.0,0.0,13.7,13.7,2014.0,10
7069,DerekCarr,OAK,1.0,16.0,34.0,172.0,0.0,0.0,2.0,0.0,0.0,6.9,6.9,2014.0,11
7096,DerekCarr,OAK,1.0,18.0,35.0,174.0,1.0,0.0,3.0,2.0,0.0,11.2,11.2,2014.0,12
7137,DerekCarr,OAK,1.0,24.0,39.0,173.0,0.0,2.0,1.0,1.0,0.0,5.0,5.0,2014.0,13
7153,DerekCarr,OAK,1.0,22.0,28.0,254.0,3.0,0.0,2.0,2.0,0.0,22.4,22.4,2014.0,14
7195,DerekCarr,OAK,1.0,27.0,56.0,222.0,1.0,0.0,1.0,0.0,0.0,12.9,12.9,2014.0,15
7231,DerekCarr,OAK,1.0,17.0,34.0,214.0,2.0,0.0,4.0,0.0,0.0,16.6,16.6,2014.0,16
7277,DerekCarr,OAK,1.0,18.0,36.0,158.0,1.0,1.0,3.0,6.0,0.0,9.9,9.9,2014.0,17
7325,DerekCarr,OAK,1.0,7.0,12.0,61.0,0.0,0.0,1.0,8.0,0.0,3.2,3.2,2015.0,1
7331,DerekCarr,OAK,1.0,30.0,46.0,351.0,3.0,1.0,2.0,23.0,0.0,27.3,30.3,2015.0,2
7372,DerekCarr,OAK,1.0,20.0,32.0,314.0,2.0,0.0,1.0,-1.0,0.0,20.5,23.5,2015.0,3
7421,DerekCarr,OAK,1.0,20.0,33.0,196.0,2.0,1.0,0.0,0.0,0.0,14.8,14.8,2015.0,4
7453,DerekCarr,OAK,1.0,26.0,39.0,249.0,1.0,1.0,1.0,-1.0,0.0,12.9,12.9,2015.0,5
6478,DominiqueDavis,ATL,1.0,5.0,7.0,34.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,2013.0,11
1,DonovanMcNabb,PHI,1.0,26.0,36.0,330.0,4.0,0.0,4.0,12.0,0.0,30.4,33.4,2004.0,1
42,DonovanMcNabb,PHI,1.0,19.0,28.0,245.0,2.0,0.0,3.0,24.0,1.0,26.2,26.2,2004.0,2
90,DonovanMcNabb,PHI,1.0,29.0,42.0,356.0,2.0,0.0,5.0,-2.0,1.0,28.0,31.0,2004.0,3
135,DonovanMcNabb,PHI,1.0,24.0,38.0,237.0,1.0,1.0,1.0,2.0,0.0,12.7,12.7,2004.0,4
224,DonovanMcNabb,PHI,1.0,14.0,26.0,209.0,0.0,1.0,3.0,6.0,0.0,8.0,8.0,2004.0,6
235,DonovanMcNabb,PHI,1.0,28.0,43.0,376.0,4.0,1.0,2.0,28.0,0.0,32.8,35.8,2004.0,7
285,DonovanMcNabb,PHI,1.0,18.0,33.0,219.0,1.0,0.0,6.0,36.0,0.0,16.4,16.4,2004.0,8
338,DonovanMcNabb,PHI,1.0,15.0,24.0,109.0,0.0,1.0,0.0,0.0,0.0,3.4,3.4,2004.0,9
348,DonovanMcNabb,PHI,1.0,15.0,28.0,345.0,4.0,0.0,2.0,14.0,0.0,31.2,34.2,2004.0,10
387,DonovanMcNabb,PHI,1.0,18.0,26.0,222.0,4.0,1.0,5.0,34.0,0.0,27.3,27.3,2004.0,11
435,DonovanMcNabb,PHI,1.0,18.0,27.0,244.0,1.0,0.0,5.0,30.0,1.0,22.8,22.8,2004.0,12
473,DonovanMcNabb,PHI,1.0,32.0,43.0,464.0,5.0,0.0,0.0,0.0,0.0,38.6,41.6,2004.0,13
527,DonovanMcNabb,PHI,1.0,21.0,38.0,260.0,1.0,1.0,2.0,8.0,0.0,14.2,14.2,2004.0,14
576,DonovanMcNabb,PHI,1.0,20.0,35.0,223.0,1.0,2.0,4.0,29.0,0.0,13.8,13.8,2004.0,15
627,DonovanMcNabb,PHI,1.0,3.0,3.0,36.0,1.0,0.0,0.0,0.0,0.0,5.4,5.4,2004.0,16
706,DonovanMcNabb,PHI,1.0,24.0,45.0,257.0,1.0,1.0,1.0,0.0,0.0,13.3,13.3,2005.0,1
733,DonovanMcNabb,PHI,1.0,23.0,29.0,342.0,5.0,0.0,0.0,0.0,0.0,33.7,36.7,2005.0,2
781,DonovanMcNabb,PHI,1.0,30.0,52.0,365.0,2.0,1.0,3.0,8.0,0.0,22.4,25.4,2005.0,3
816,DonovanMcNabb,PHI,1.0,33.0,48.0,369.0,3.0,1.0,4.0,-1.0,0.0,25.7,28.7,2005.0,4
877,DonovanMcNabb,PHI,1.0,13.0,26.0,131.0,0.0,0.0,2.0,2.0,0.0,5.4,5.4,2005.0,5
942,DonovanMcNabb,PHI,1.0,35.0,54.0,287.0,1.0,2.0,4.0,-1.0,0.0,13.4,13.4,2005.0,7
974,DonovanMcNabb,PHI,1.0,12.0,34.0,283.0,3.0,2.0,3.0,13.0,0.0,22.6,22.6,2005.0,8
1016,DonovanMcNabb,PHI,1.0,22.0,35.0,304.0,1.0,1.0,3.0,12.0,0.0,16.4,19.4,2005.0,9
1056,DonovanMcNabb,PHI,1.0,19.0,34.0,169.0,0.0,1.0,5.0,22.0,1.0,14.0,14.0,2005.0,10
1400,DonovanMcNabb,PHI,1.0,24.0,35.0,314.0,3.0,1.0,4.0,7.0,0.0,24.3,27.3,2006.0,1
1448,DonovanMcNabb,PHI,1.0,27.0,45.0,350.0,2.0,0.0,4.0,31.0,0.0,25.1,28.1,2006.0,2
1494,DonovanMcNabb,PHI,1.0,18.0,33.0,296.0,2.0,0.0,3.0,1.0,0.0,19.9,19.9,2006.0,3
1521,DonovanMcNabb,PHI,1.0,16.0,30.0,288.0,2.0,0.0,5.0,47.0,2.0,36.2,36.2,2006.0,4
1564,DonovanMcNabb,PHI,1.0,18.0,33.0,354.0,2.0,0.0,1.0,1.0,1.0,28.3,31.3,2006.0,5
1610,DonovanMcNabb,PHI,1.0,19.0,32.0,247.0,2.0,1.0,0.0,0.0,0.0,16.9,16.9,2006.0,6
1636,DonovanMcNabb,PHI,1.0,22.0,35.0,302.0,3.0,3.0,6.0,76.0,0.0,28.7,31.7,2006.0,7
1687,DonovanMcNabb,PHI,1.0,18.0,34.0,161.0,0.0,0.0,5.0,37.0,0.0,10.1,10.1,2006.0,8
1747,DonovanMcNabb,PHI,1.0,12.0,26.0,257.0,2.0,0.0,4.0,12.0,0.0,19.5,19.5,2006.0,10
1813,DonovanMcNabb,PHI,1.0,6.0,13.0,78.0,0.0,1.0,0.0,0.0,0.0,2.1,2.1,2006.0,11
2109,DonovanMcNabb,PHI,1.0,15.0,33.0,184.0,1.0,1.0,4.0,9.0,0.0,11.3,11.3,2007.0,1
2163,DonovanMcNabb,PHI,1.0,28.0,46.0,240.0,0.0,0.0,2.0,15.0,0.0,11.1,11.1,2007.0,2
2185,DonovanMcNabb,PHI,1.0,21.0,26.0,381.0,4.0,0.0,3.0,7.0,0.0,31.9,34.9,2007.0,3
2258,DonovanMcNabb,PHI,1.0,15.0,31.0,138.0,0.0,0.0,4.0,4.0,0.0,5.9,5.9,2007.0,4
2325,DonovanMcNabb,PHI,1.0,22.0,35.0,278.0,1.0,1.0,2.0,3.0,0.0,14.4,14.4,2007.0,6
2362,DonovanMcNabb,PHI,1.0,21.0,34.0,226.0,1.0,0.0,2.0,18.0,0.0,14.8,14.8,2007.0,7
2393,DonovanMcNabb,PHI,1.0,23.0,36.0,333.0,1.0,0.0,3.0,13.0,0.0,18.6,21.6,2007.0,8
2445,DonovanMcNabb,PHI,1.0,27.0,46.0,264.0,1.0,2.0,1.0,1.0,0.0,12.7,12.7,2007.0,9
2466,DonovanMcNabb,PHI,1.0,20.0,28.0,251.0,4.0,0.0,7.0,37.0,0.0,29.7,29.7,2007.0,10
2540,DonovanMcNabb,PHI,1.0,3.0,11.0,34.0,0.0,2.0,2.0,28.0,0.0,2.2,2.2,2007.0,11
2648,DonovanMcNabb,PHI,1.0,20.0,30.0,179.0,1.0,0.0,4.0,11.0,0.0,12.3,12.3,2007.0,14
2687,DonovanMcNabb,PHI,1.0,23.0,41.0,208.0,1.0,0.0,9.0,53.0,0.0,17.6,17.6,2007.0,15
2726,DonovanMcNabb,PHI,1.0,24.0,35.0,263.0,3.0,0.0,6.0,37.0,0.0,26.2,26.2,2007.0,16
2781,DonovanMcNabb,PHI,1.0,29.0,41.0,345.0,1.0,1.0,1.0,0.0,0.0,16.8,19.8,2007.0,17
2817,DonovanMcNabb,PHI,1.0,21.0,33.0,361.0,3.0,0.0,1.0,3.0,0.0,26.7,29.7,2008.0,1
2864,DonovanMcNabb,PHI,1.0,25.0,37.0,281.0,1.0,0.0,5.0,20.0,0.0,17.2,17.2,2008.0,2
2920,DonovanMcNabb,PHI,1.0,24.0,35.0,196.0,1.0,1.0,2.0,-2.0,0.0,10.6,10.6,2008.0,3
2950,DonovanMcNabb,PHI,1.0,25.0,41.0,262.0,1.0,1.0,2.0,-5.0,0.0,13.0,13.0,2008.0,4
2994,DonovanMcNabb,PHI,1.0,17.0,29.0,196.0,0.0,0.0,0.0,0.0,0.0,7.8,7.8,2008.0,5
3017,DonovanMcNabb,PHI,1.0,23.0,36.0,280.0,2.0,1.0,1.0,4.0,0.0,18.6,18.6,2008.0,6
3086,DonovanMcNabb,PHI,1.0,19.0,34.0,253.0,0.0,0.0,6.0,25.0,1.0,18.6,18.6,2008.0,8
3111,DonovanMcNabb,PHI,1.0,28.0,43.0,349.0,2.0,1.0,2.0,6.0,0.0,21.6,24.6,2008.0,9
3149,DonovanMcNabb,PHI,1.0,17.0,36.0,194.0,3.0,1.0,3.0,35.0,0.0,22.3,22.3,2008.0,10
3192,DonovanMcNabb,PHI,1.0,28.0,58.0,339.0,1.0,3.0,1.0,2.0,0.0,14.8,17.8,2008.0,11
3252,DonovanMcNabb,PHI,1.0,8.0,18.0,59.0,0.0,2.0,1.0,7.0,0.0,1.1,1.1,2008.0,12
3264,DonovanMcNabb,PHI,1.0,27.0,39.0,260.0,4.0,0.0,4.0,24.0,0.0,28.8,28.8,2008.0,13
3320,DonovanMcNabb,PHI,1.0,19.0,30.0,191.0,1.0,0.0,5.0,20.0,0.0,13.6,13.6,2008.0,14
3352,DonovanMcNabb,PHI,1.0,26.0,35.0,290.0,2.0,1.0,0.0,0.0,0.0,18.6,18.6,2008.0,15
3405,DonovanMcNabb,PHI,1.0,26.0,46.0,230.0,0.0,0.0,2.0,8.0,0.0,10.0,10.0,2008.0,16
3428,DonovanMcNabb,PHI,1.0,12.0,21.0,175.0,2.0,0.0,3.0,4.0,1.0,21.4,21.4,2008.0,17
3475,DonovanMcNabb,PHI,1.0,10.0,18.0,79.0,2.0,1.0,4.0,27.0,1.0,18.9,18.9,2009.0,1
3636,DonovanMcNabb,PHI,1.0,16.0,21.0,264.0,3.0,0.0,2.0,30.0,0.0,25.6,25.6,2009.0,5
3688,DonovanMcNabb,PHI,1.0,22.0,46.0,269.0,0.0,0.0,2.0,8.0,0.0,11.6,11.6,2009.0,6
3730,DonovanMcNabb,PHI,1.0,15.0,25.0,156.0,1.0,0.0,5.0,-5.0,0.0,9.7,9.7,2009.0,7
3756,DonovanMcNabb,PHI,1.0,17.0,23.0,240.0,3.0,0.0,1.0,14.0,0.0,23.0,23.0,2009.0,8
3810,DonovanMcNabb,PHI,1.0,16.0,30.0,227.0,1.0,2.0,2.0,-1.0,0.0,11.0,11.0,2009.0,9
3825,DonovanMcNabb,PHI,1.0,35.0,55.0,450.0,2.0,1.0,0.0,0.0,0.0,25.0,28.0,2009.0,10
3877,DonovanMcNabb,PHI,1.0,23.0,32.0,244.0,2.0,1.0,4.0,5.0,0.0,17.3,17.3,2009.0,11
3925,DonovanMcNabb,PHI,1.0,21.0,35.0,260.0,1.0,1.0,2.0,-2.0,0.0,13.2,13.2,2009.0,12
3969,DonovanMcNabb,PHI,1.0,14.0,25.0,238.0,1.0,0.0,2.0,17.0,0.0,15.2,15.2,2009.0,13
4003,DonovanMcNabb,PHI,1.0,17.0,26.0,275.0,2.0,1.0,2.0,5.0,0.0,18.5,18.5,2009.0,14
4049,DonovanMcNabb,PHI,1.0,21.0,36.0,306.0,1.0,2.0,4.0,5.0,1.0,20.7,23.7,2009.0,15
4087,DonovanMcNabb,PHI,1.0,20.0,35.0,322.0,3.0,1.0,5.0,29.0,0.0,26.8,29.8,2009.0,16
4149,DonovanMcNabb,PHI,1.0,20.0,36.0,223.0,0.0,0.0,2.0,8.0,0.0,9.7,9.7,2009.0,17
4207,DonovanMcNabb,WAS,1.0,15.0,32.0,171.0,0.0,0.0,1.0,17.0,0.0,8.5,8.5,2010.0,1
4227,DonovanMcNabb,WAS,1.0,28.0,38.0,426.0,1.0,0.0,0.0,0.0,0.0,21.0,24.0,2010.0,2
4278,DonovanMcNabb,WAS,1.0,19.0,32.0,236.0,1.0,1.0,2.0,25.0,0.0,14.9,14.9,2010.0,3
4318,DonovanMcNabb,WAS,1.0,8.0,19.0,125.0,1.0,1.0,5.0,39.0,0.0,11.9,11.9,2010.0,4
4347,DonovanMcNabb,WAS,1.0,26.0,49.0,357.0,1.0,1.0,4.0,10.0,0.0,18.3,21.3,2010.0,5
4398,DonovanMcNabb,WAS,1.0,29.0,45.0,246.0,1.0,2.0,2.0,1.0,0.0,11.9,11.9,2010.0,6
4436,DonovanMcNabb,WAS,1.0,17.0,32.0,200.0,1.0,2.0,5.0,-2.0,0.0,9.8,9.8,2010.0,7
4462,DonovanMcNabb,WAS,1.0,17.0,30.0,210.0,1.0,1.0,4.0,45.0,0.0,15.9,15.9,2010.0,8
4534,DonovanMcNabb,WAS,1.0,17.0,31.0,295.0,2.0,3.0,1.0,0.0,0.0,16.8,16.8,2010.0,10
4567,DonovanMcNabb,WAS,1.0,30.0,50.0,376.0,1.0,1.0,1.0,4.0,0.0,18.4,21.4,2010.0,11
4615,DonovanMcNabb,WAS,1.0,21.0,35.0,211.0,1.0,1.0,2.0,7.0,0.0,12.1,12.1,2010.0,12
4647,DonovanMcNabb,WAS,1.0,26.0,44.0,296.0,1.0,2.0,2.0,5.0,0.0,14.3,14.3,2010.0,13
4688,DonovanMcNabb,WAS,1.0,22.0,35.0,228.0,2.0,0.0,0.0,0.0,0.0,17.1,17.1,2010.0,14
4873,DonovanMcNabb,MIN,1.0,7.0,15.0,39.0,1.0,1.0,3.0,32.0,0.0,7.8,7.8,2011.0,1
4910,DonovanMcNabb,MIN,1.0,18.0,30.0,228.0,0.0,0.0,4.0,12.0,0.0,10.3,10.3,2011.0,2
