,Name,Team,Games,PassComp,PassAtt,PassYards,PassTD,INT,RunAtt,RunYards,RunTD,FFP,FFPPG,Season,Week
21,AJFeeley,MIA,1.0,21.0,31.0,168.0,1.0,1.0,0.0,0.0,0.0,12.4,12.4,2004.0,1
59,AJFeeley,MIA,1.0,21.0,39.0,218.0,1.0,2.0,1.0,3.0,0.0,15.2,15.2,2004.0,2
114,AJFeeley,MIA,1.0,13.0,27.0,137.0,0.0,2.0,4.0,1.0,0.0,7.0,7.0,2004.0,3
193,AJFeeley,MIA,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2004.0,5
337,AJFeeley,MIA,1.0,6.0,15.0,129.0,0.0,1.0,0.0,0.0,0.0,6.5,6.5,2004.0,9
396,AJFeeley,MIA,1.0,23.0,45.0,229.0,1.0,2.0,1.0,7.0,1.0,22.2,22.2,2004.0,11
445,AJFeeley,MIA,1.0,17.0,33.0,159.0,2.0,1.0,4.0,2.0,0.0,16.2,16.2,2004.0,12
480,AJFeeley,MIA,1.0,25.0,51.0,303.0,3.0,5.0,0.0,0.0,0.0,27.2,27.2,2004.0,13
534,AJFeeley,MIA,1.0,17.0,35.0,170.0,1.0,1.0,2.0,2.0,0.0,12.7,12.7,2004.0,14
584,AJFeeley,MIA,1.0,22.0,35.0,198.0,1.0,0.0,2.0,-2.0,0.0,13.7,13.7,2004.0,15
618,AJFeeley,MIA,1.0,25.0,43.0,176.0,1.0,0.0,0.0,0.0,0.0,12.8,12.8,2004.0,16
725,AJFeeley,MIA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,1
1297,AJFeeley,SD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,15
1855,AJFeeley,PHI,1.0,4.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,2006.0,12
2045,AJFeeley,PHI,1.0,22.0,33.0,321.0,3.0,0.0,1.0,3.0,0.0,28.4,28.4,2006.0,17
2534,AJFeeley,PHI,1.0,13.0,19.0,116.0,1.0,1.0,2.0,7.0,0.0,10.5,10.5,2007.0,11
2550,AJFeeley,PHI,1.0,27.0,42.0,345.0,3.0,3.0,1.0,2.0,0.0,29.5,29.5,2007.0,12
2607,AJFeeley,PHI,1.0,19.0,42.0,220.0,1.0,4.0,4.0,14.0,0.0,16.4,16.4,2007.0,13
2669,AJFeeley,PHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,14
4874,AJFeeley,STL,1.0,1.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,2011.0,1
5087,AJFeeley,STL,1.0,20.0,33.0,196.0,0.0,1.0,1.0,-1.0,0.0,9.7,9.7,2011.0,7
5124,AJFeeley,STL,1.0,20.0,37.0,175.0,1.0,0.0,2.0,5.0,0.0,13.3,13.3,2011.0,8
5205,AJFeeley,STL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,10
5314,AJFeeley,STL,1.0,12.0,22.0,156.0,0.0,1.0,0.0,0.0,0.0,7.8,7.8,2011.0,13
13,AaronBrooks,NO,1.0,18.0,37.0,223.0,1.0,1.0,2.0,16.0,0.0,16.8,16.8,2004.0,1
44,AaronBrooks,NO,1.0,25.0,34.0,279.0,3.0,0.0,6.0,4.0,0.0,26.4,26.4,2004.0,2
96,AaronBrooks,NO,1.0,24.0,41.0,316.0,1.0,0.0,5.0,27.0,0.0,22.5,22.5,2004.0,3
140,AaronBrooks,NO,1.0,24.0,40.0,242.0,0.0,0.0,3.0,13.0,0.0,13.4,13.4,2004.0,4
182,AaronBrooks,NO,1.0,11.0,23.0,106.0,2.0,1.0,3.0,15.0,0.0,14.8,14.8,2004.0,5
203,AaronBrooks,NO,1.0,22.0,38.0,249.0,1.0,1.0,3.0,25.0,1.0,25.0,25.0,2004.0,6
244,AaronBrooks,NO,1.0,23.0,39.0,282.0,1.0,0.0,3.0,0.0,0.0,18.1,18.1,2004.0,7
325,AaronBrooks,NO,1.0,16.0,29.0,173.0,1.0,1.0,2.0,15.0,0.0,14.2,14.2,2004.0,9
353,AaronBrooks,NO,1.0,15.0,27.0,259.0,1.0,1.0,4.0,1.0,1.0,23.1,23.1,2004.0,10
392,AaronBrooks,NO,1.0,34.0,60.0,377.0,1.0,3.0,1.0,7.0,0.0,23.6,23.6,2004.0,11
440,AaronBrooks,NO,1.0,19.0,34.0,189.0,1.0,2.0,3.0,10.0,1.0,20.5,20.5,2004.0,12
482,AaronBrooks,NO,1.0,20.0,40.0,251.0,3.0,2.0,4.0,8.0,0.0,25.4,25.4,2004.0,13
527,AaronBrooks,NO,1.0,18.0,31.0,252.0,1.0,2.0,5.0,18.0,0.0,18.4,18.4,2004.0,14
575,AaronBrooks,NO,1.0,14.0,21.0,169.0,2.0,0.0,3.0,17.0,0.0,18.2,18.2,2004.0,15
608,AaronBrooks,NO,1.0,12.0,24.0,227.0,1.0,2.0,5.0,12.0,1.0,22.6,22.6,2004.0,16
656,AaronBrooks,NO,1.0,14.0,24.0,216.0,1.0,0.0,5.0,11.0,0.0,15.9,15.9,2004.0,17
714,AaronBrooks,NO,1.0,18.0,24.0,192.0,0.0,0.0,3.0,32.0,0.0,12.8,12.8,2005.0,1
738,AaronBrooks,NO,1.0,27.0,45.0,375.0,1.0,3.0,3.0,10.0,0.0,23.8,23.8,2005.0,2
792,AaronBrooks,NO,1.0,12.0,32.0,199.0,1.0,2.0,3.0,29.0,0.0,16.9,16.9,2005.0,3
824,AaronBrooks,NO,1.0,15.0,26.0,172.0,0.0,0.0,7.0,33.0,1.0,17.9,17.9,2005.0,4
873,AaronBrooks,NO,1.0,9.0,22.0,146.0,0.0,2.0,2.0,32.0,0.0,10.5,10.5,2005.0,5
893,AaronBrooks,NO,1.0,22.0,33.0,259.0,2.0,1.0,3.0,28.0,0.0,23.8,23.8,2005.0,6
934,AaronBrooks,NO,1.0,18.0,39.0,230.0,2.0,1.0,3.0,28.0,0.0,22.3,22.3,2005.0,7
993,AaronBrooks,NO,1.0,14.0,31.0,181.0,0.0,1.0,6.0,34.0,0.0,12.5,12.5,2005.0,8
1019,AaronBrooks,NO,1.0,16.0,26.0,170.0,1.0,2.0,3.0,-6.0,1.0,17.9,17.9,2005.0,9
1085,AaronBrooks,NO,1.0,27.0,50.0,343.0,2.0,1.0,3.0,30.0,0.0,28.2,28.2,2005.0,11
1141,AaronBrooks,NO,1.0,17.0,23.0,181.0,3.0,0.0,2.0,-2.0,0.0,20.9,20.9,2005.0,12
1193,AaronBrooks,NO,1.0,18.0,34.0,215.0,0.0,4.0,3.0,9.0,0.0,11.7,11.7,2005.0,13
1227,AaronBrooks,NO,1.0,27.0,46.0,219.0,1.0,0.0,4.0,24.0,0.0,17.4,17.4,2005.0,14
1431,AaronBrooks,OAK,1.0,6.0,14.0,68.0,0.0,0.0,3.0,27.0,0.0,6.1,6.1,2006.0,1
1478,AaronBrooks,OAK,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2006.0,2
1791,AaronBrooks,OAK,1.0,13.0,22.0,179.0,1.0,1.0,5.0,34.0,0.0,16.4,16.4,2006.0,11
1836,AaronBrooks,OAK,1.0,17.0,30.0,187.0,1.0,2.0,4.0,29.0,0.0,16.3,16.3,2006.0,12
1888,AaronBrooks,OAK,1.0,25.0,42.0,238.0,0.0,2.0,3.0,13.0,0.0,13.2,13.2,2006.0,13
1929,AaronBrooks,OAK,1.0,23.0,39.0,199.0,1.0,1.0,2.0,11.0,0.0,15.1,15.1,2006.0,14
1981,AaronBrooks,OAK,1.0,11.0,19.0,98.0,0.0,1.0,2.0,10.0,0.0,5.9,5.9,2006.0,15
2075,AaronBrooks,OAK,1.0,15.0,26.0,136.0,0.0,1.0,1.0,0.0,0.0,6.8,6.8,2006.0,17
887,AaronRodgers,GB,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,5
1290,AaronRodgers,GB,1.0,8.0,15.0,65.0,0.0,1.0,1.0,8.0,0.0,4.1,4.1,2005.0,15
1398,AaronRodgers,GB,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-0.1,-0.1,2005.0,17
1550,AaronRodgers,GB,1.0,2.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2006.0,4
1812,AaronRodgers,GB,1.0,4.0,12.0,32.0,0.0,0.0,2.0,11.0,0.0,2.7,2.7,2006.0,11
2497,AaronRodgers,GB,1.0,2.0,2.0,17.0,0.0,0.0,2.0,-1.0,0.0,0.8,0.8,2007.0,10
2602,AaronRodgers,GB,1.0,18.0,26.0,201.0,1.0,0.0,5.0,30.0,0.0,17.1,17.1,2007.0,13
2819,AaronRodgers,GB,1.0,18.0,22.0,178.0,1.0,0.0,8.0,35.0,1.0,22.4,22.4,2008.0,1
2856,AaronRodgers,GB,1.0,24.0,38.0,328.0,3.0,0.0,4.0,25.0,0.0,30.9,30.9,2008.0,2
2903,AaronRodgers,GB,1.0,22.0,39.0,290.0,0.0,0.0,5.0,10.0,1.0,21.5,21.5,2008.0,3
2948,AaronRodgers,GB,1.0,14.0,27.0,165.0,2.0,3.0,2.0,8.0,0.0,17.1,17.1,2008.0,4
2970,AaronRodgers,GB,1.0,25.0,37.0,313.0,3.0,1.0,2.0,4.0,0.0,28.1,28.1,2008.0,5
3012,AaronRodgers,GB,1.0,21.0,30.0,208.0,2.0,0.0,6.0,23.0,1.0,26.7,26.7,2008.0,6
3057,AaronRodgers,GB,1.0,21.0,28.0,186.0,1.0,0.0,3.0,8.0,0.0,14.1,14.1,2008.0,7
3116,AaronRodgers,GB,1.0,22.0,41.0,314.0,1.0,1.0,2.0,11.0,0.0,20.8,20.8,2008.0,9
3169,AaronRodgers,GB,1.0,15.0,26.0,142.0,0.0,0.0,1.0,1.0,0.0,7.2,7.2,2008.0,10
3189,AaronRodgers,GB,1.0,23.0,30.0,227.0,2.0,1.0,1.0,1.0,0.0,19.5,19.5,2008.0,11
3221,AaronRodgers,GB,1.0,23.0,41.0,248.0,2.0,3.0,8.0,36.0,1.0,30.0,30.0,2008.0,12
3264,AaronRodgers,GB,1.0,29.0,45.0,298.0,3.0,1.0,5.0,26.0,0.0,29.5,29.5,2008.0,13
3310,AaronRodgers,GB,1.0,19.0,30.0,295.0,2.0,1.0,1.0,4.0,0.0,23.2,23.2,2008.0,14
3353,AaronRodgers,GB,1.0,20.0,32.0,278.0,1.0,1.0,5.0,22.0,0.0,20.1,20.1,2008.0,15
3394,AaronRodgers,GB,1.0,24.0,39.0,260.0,2.0,1.0,2.0,-6.0,0.0,20.4,20.4,2008.0,16
3424,AaronRodgers,GB,1.0,21.0,31.0,308.0,3.0,0.0,1.0,-1.0,0.0,27.3,27.3,2008.0,17
3491,AaronRodgers,GB,1.0,17.0,28.0,184.0,1.0,0.0,3.0,7.0,0.0,13.9,13.9,2009.0,1
3523,AaronRodgers,GB,1.0,21.0,39.0,261.0,1.0,0.0,4.0,43.0,0.0,21.4,21.4,2009.0,2
3552,AaronRodgers,GB,1.0,13.0,23.0,269.0,2.0,0.0,8.0,38.0,1.0,31.3,31.3,2009.0,3
3599,AaronRodgers,GB,1.0,26.0,37.0,384.0,2.0,1.0,2.0,16.0,0.0,28.8,28.8,2009.0,4
3676,AaronRodgers,GB,1.0,29.0,37.0,358.0,2.0,1.0,3.0,9.0,0.0,26.8,26.8,2009.0,6
3714,AaronRodgers,GB,1.0,15.0,20.0,246.0,3.0,0.0,4.0,23.0,0.0,26.6,26.6,2009.0,7
3750,AaronRodgers,GB,1.0,26.0,41.0,287.0,3.0,0.0,5.0,52.0,0.0,31.6,31.6,2009.0,8
3790,AaronRodgers,GB,1.0,17.0,35.0,266.0,2.0,3.0,3.0,26.0,1.0,29.9,29.9,2009.0,9
3828,AaronRodgers,GB,1.0,25.0,36.0,189.0,1.0,0.0,5.0,15.0,1.0,21.0,21.0,2009.0,10
3867,AaronRodgers,GB,1.0,32.0,45.0,344.0,2.0,0.0,7.0,13.0,0.0,26.5,26.5,2009.0,11
3907,AaronRodgers,GB,1.0,28.0,39.0,348.0,3.0,0.0,1.0,5.0,0.0,29.9,29.9,2009.0,12
3954,AaronRodgers,GB,1.0,26.0,40.0,263.0,3.0,2.0,4.0,30.0,0.0,28.2,28.2,2009.0,13
4024,AaronRodgers,GB,1.0,16.0,24.0,180.0,0.0,0.0,4.0,-6.0,0.0,8.4,8.4,2009.0,14
4038,AaronRodgers,GB,1.0,26.0,48.0,383.0,3.0,0.0,3.0,22.0,1.0,39.4,39.4,2009.0,15
4098,AaronRodgers,GB,1.0,12.0,23.0,237.0,1.0,0.0,1.0,9.0,0.0,16.8,16.8,2009.0,16
4138,AaronRodgers,GB,1.0,21.0,26.0,235.0,1.0,0.0,2.0,2.0,1.0,22.0,22.0,2009.0,17
4192,AaronRodgers,GB,1.0,19.0,31.0,188.0,2.0,2.0,5.0,9.0,0.0,18.3,18.3,2010.0,1
4218,AaronRodgers,GB,1.0,19.0,29.0,255.0,2.0,0.0,5.0,20.0,1.0,28.8,28.8,2010.0,2
4264,AaronRodgers,GB,1.0,34.0,45.0,316.0,1.0,1.0,2.0,20.0,1.0,27.8,27.8,2010.0,3
4305,AaronRodgers,GB,1.0,12.0,17.0,181.0,3.0,2.0,3.0,20.0,0.0,23.1,23.1,2010.0,4
4346,AaronRodgers,GB,1.0,27.0,46.0,293.0,1.0,1.0,4.0,30.0,0.0,21.7,21.7,2010.0,5
4374,AaronRodgers,GB,1.0,18.0,33.0,313.0,1.0,1.0,4.0,14.0,1.0,27.1,27.1,2010.0,6
4417,AaronRodgers,GB,1.0,21.0,34.0,295.0,2.0,2.0,3.0,14.0,0.0,24.2,24.2,2010.0,7
4472,AaronRodgers,GB,1.0,15.0,34.0,170.0,0.0,0.0,3.0,5.0,0.0,9.0,9.0,2010.0,8
4481,AaronRodgers,GB,1.0,27.0,34.0,289.0,3.0,0.0,5.0,41.0,0.0,30.6,30.6,2010.0,9
4555,AaronRodgers,GB,1.0,22.0,31.0,301.0,4.0,0.0,3.0,21.0,0.0,33.2,33.2,2010.0,11
4594,AaronRodgers,GB,1.0,26.0,35.0,344.0,1.0,0.0,12.0,51.0,1.0,32.3,32.3,2010.0,12
4634,AaronRodgers,GB,1.0,21.0,30.0,298.0,3.0,0.0,4.0,39.0,0.0,30.8,30.8,2010.0,13
4704,AaronRodgers,GB,1.0,7.0,11.0,46.0,0.0,1.0,2.0,25.0,0.0,4.8,4.8,2010.0,14
4753,AaronRodgers,GB,1.0,25.0,37.0,404.0,4.0,0.0,2.0,26.0,0.0,38.8,38.8,2010.0,16
4806,AaronRodgers,GB,1.0,19.0,28.0,229.0,1.0,1.0,7.0,21.0,0.0,17.6,17.6,2010.0,17
4845,AaronRodgers,GB,1.0,27.0,35.0,312.0,3.0,0.0,4.0,1.0,0.0,27.7,27.7,2011.0,1
4890,AaronRodgers,GB,1.0,19.0,30.0,308.0,2.0,0.0,5.0,13.0,0.0,24.7,24.7,2011.0,2
4928,AaronRodgers,GB,1.0,28.0,38.0,297.0,3.0,1.0,1.0,3.0,0.0,27.2,27.2,2011.0,3
4959,AaronRodgers,GB,1.0,29.0,38.0,408.0,4.0,1.0,9.0,36.0,2.0,52.0,52.0,2011.0,4
5005,AaronRodgers,GB,1.0,26.0,39.0,396.0,2.0,0.0,1.0,-1.0,0.0,27.7,27.7,2011.0,5
5033,AaronRodgers,GB,1.0,18.0,29.0,316.0,3.0,1.0,7.0,15.0,0.0,29.3,29.3,2011.0,6
5070,AaronRodgers,GB,1.0,24.0,30.0,335.0,3.0,0.0,2.0,8.0,0.0,29.6,29.6,2011.0,7
5135,AaronRodgers,GB,1.0,21.0,26.0,247.0,4.0,0.0,8.0,52.0,0.0,33.6,33.6,2011.0,9
5168,AaronRodgers,GB,1.0,23.0,30.0,250.0,4.0,0.0,6.0,21.0,0.0,30.6,30.6,2011.0,10
5215,AaronRodgers,GB,1.0,23.0,34.0,299.0,3.0,1.0,5.0,28.0,0.0,29.8,29.8,2011.0,11
5256,AaronRodgers,GB,1.0,22.0,33.0,307.0,2.0,0.0,1.0,-1.0,0.0,23.3,23.3,2011.0,12
5286,AaronRodgers,GB,1.0,28.0,46.0,369.0,4.0,1.0,4.0,32.0,0.0,37.7,37.7,2011.0,13
5341,AaronRodgers,GB,1.0,17.0,30.0,281.0,2.0,1.0,0.0,0.0,0.0,22.1,22.1,2011.0,14
5381,AaronRodgers,GB,1.0,17.0,35.0,235.0,1.0,0.0,3.0,32.0,1.0,25.0,25.0,2011.0,15
5416,AaronRodgers,GB,1.0,21.0,29.0,283.0,5.0,0.0,4.0,18.0,0.0,36.0,36.0,2011.0,16
5503,AaronRodgers,GB,1.0,30.0,44.0,303.0,2.0,1.0,5.0,27.0,0.0,25.9,25.9,2012.0,1
5562,AaronRodgers,GB,1.0,22.0,32.0,219.0,1.0,1.0,3.0,-6.0,0.0,14.4,14.4,2012.0,2
5598,AaronRodgers,GB,1.0,26.0,39.0,223.0,0.0,0.0,2.0,17.0,0.0,12.9,12.9,2012.0,3
5613,AaronRodgers,GB,1.0,31.0,41.0,319.0,4.0,1.0,5.0,13.0,0.0,33.3,33.3,2012.0,4
5649,AaronRodgers,GB,1.0,21.0,33.0,243.0,3.0,1.0,5.0,57.0,0.0,29.9,29.9,2012.0,5
5679,AaronRodgers,GB,1.0,24.0,37.0,338.0,6.0,0.0,2.0,17.0,0.0,42.6,42.6,2012.0,6
5715,AaronRodgers,GB,1.0,30.0,37.0,342.0,3.0,0.0,2.0,0.0,0.0,29.1,29.1,2012.0,7
5761,AaronRodgers,GB,1.0,22.0,35.0,186.0,2.0,0.0,3.0,4.0,0.0,17.7,17.7,2012.0,8
5778,AaronRodgers,GB,1.0,14.0,30.0,218.0,4.0,1.0,8.0,33.0,0.0,30.2,30.2,2012.0,9
5861,AaronRodgers,GB,1.0,19.0,27.0,236.0,2.0,1.0,1.0,3.0,0.0,20.1,20.1,2012.0,11
5900,AaronRodgers,GB,1.0,14.0,25.0,219.0,1.0,1.0,3.0,22.0,0.0,17.2,17.2,2012.0,12
5928,AaronRodgers,GB,1.0,27.0,35.0,286.0,1.0,1.0,4.0,15.0,0.0,19.8,19.8,2012.0,13
5965,AaronRodgers,GB,1.0,14.0,24.0,173.0,0.0,0.0,3.0,32.0,1.0,17.9,17.9,2012.0,14
5993,AaronRodgers,GB,1.0,23.0,36.0,291.0,3.0,0.0,4.0,14.0,0.0,28.0,28.0,2012.0,15
6028,AaronRodgers,GB,1.0,27.0,38.0,342.0,3.0,0.0,4.0,11.0,1.0,36.2,36.2,2012.0,16
6069,AaronRodgers,GB,1.0,28.0,40.0,365.0,4.0,0.0,0.0,0.0,0.0,34.3,34.3,2012.0,17
6111,AaronRodgers,GB,1.0,21.0,37.0,333.0,3.0,1.0,2.0,13.0,0.0,30.0,30.0,2013.0,1
6142,AaronRodgers,GB,1.0,34.0,42.0,480.0,4.0,0.0,3.0,-3.0,0.0,39.7,39.7,2013.0,2
6195,AaronRodgers,GB,1.0,26.0,43.0,244.0,1.0,2.0,3.0,24.0,0.0,18.6,18.6,2013.0,3
6261,AaronRodgers,GB,1.0,20.0,30.0,274.0,1.0,0.0,5.0,8.0,0.0,18.5,18.5,2013.0,5
6293,AaronRodgers,GB,1.0,17.0,32.0,315.0,1.0,1.0,5.0,21.0,0.0,21.9,21.9,2013.0,6
6320,AaronRodgers,GB,1.0,25.0,36.0,260.0,3.0,0.0,4.0,12.0,0.0,26.2,26.2,2013.0,7
6353,AaronRodgers,GB,1.0,24.0,29.0,285.0,2.0,0.0,6.0,31.0,0.0,25.4,25.4,2013.0,8
6405,AaronRodgers,GB,1.0,1.0,2.0,27.0,0.0,0.0,1.0,9.0,0.0,2.3,2.3,2013.0,9
6663,AaronRodgers,GB,1.0,25.0,39.0,318.0,2.0,2.0,1.0,5.0,0.0,24.4,24.4,2013.0,17
6722,AaronRodgers,GB,1.0,23.0,33.0,189.0,1.0,1.0,0.0,0.0,0.0,13.5,13.5,2014.0,1
6727,AaronRodgers,GB,1.0,25.0,42.0,346.0,3.0,0.0,6.0,28.0,0.0,32.1,32.1,2014.0,2
6790,AaronRodgers,GB,1.0,16.0,27.0,162.0,1.0,0.0,0.0,0.0,0.0,12.1,12.1,2014.0,3
6806,AaronRodgers,GB,1.0,22.0,28.0,302.0,4.0,0.0,1.0,8.0,0.0,31.9,31.9,2014.0,4
6852,AaronRodgers,GB,1.0,12.0,17.0,156.0,3.0,0.0,0.0,0.0,0.0,19.8,19.8,2014.0,5
6881,AaronRodgers,GB,1.0,24.0,42.0,264.0,3.0,0.0,7.0,34.0,0.0,28.6,28.6,2014.0,6
6908,AaronRodgers,GB,1.0,19.0,22.0,255.0,3.0,0.0,3.0,21.0,0.0,26.9,26.9,2014.0,7
6945,AaronRodgers,GB,1.0,28.0,39.0,418.0,1.0,2.0,2.0,21.0,1.0,33.0,33.0,2014.0,8
7008,AaronRodgers,GB,1.0,18.0,27.0,315.0,6.0,0.0,0.0,0.0,0.0,39.8,39.8,2014.0,10
7041,AaronRodgers,GB,1.0,22.0,36.0,341.0,3.0,0.0,3.0,32.0,0.0,32.3,32.3,2014.0,11
7081,AaronRodgers,GB,1.0,19.0,29.0,209.0,2.0,0.0,6.0,34.0,0.0,21.9,21.9,2014.0,12
7109,AaronRodgers,GB,1.0,24.0,38.0,368.0,2.0,0.0,5.0,22.0,0.0,28.6,28.6,2014.0,13
7146,AaronRodgers,GB,1.0,24.0,36.0,327.0,3.0,0.0,5.0,28.0,0.0,31.2,31.2,2014.0,14
7198,AaronRodgers,GB,1.0,17.0,42.0,185.0,0.0,2.0,3.0,27.0,0.0,12.0,12.0,2014.0,15
7228,AaronRodgers,GB,1.0,31.0,40.0,318.0,1.0,0.0,0.0,0.0,0.0,19.9,19.9,2014.0,16
7254,AaronRodgers,GB,1.0,17.0,22.0,226.0,2.0,0.0,2.0,14.0,1.0,26.7,26.7,2014.0,17
770,AlexSmith,SF,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.3,0.3,2005.0,2
841,AlexSmith,SF,1.0,6.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,2005.0,4
878,AlexSmith,SF,1.0,9.0,23.0,74.0,0.0,4.0,2.0,3.0,0.0,4.0,4.0,2005.0,5
959,AlexSmith,SF,1.0,8.0,16.0,92.0,0.0,1.0,2.0,4.0,0.0,5.0,5.0,2005.0,7
1196,AlexSmith,SF,1.0,16.0,24.0,185.0,0.0,3.0,4.0,12.0,0.0,10.5,10.5,2005.0,13
1246,AlexSmith,SF,1.0,9.0,22.0,77.0,0.0,1.0,6.0,20.0,0.0,5.9,5.9,2005.0,14
1281,AlexSmith,SF,1.0,8.0,24.0,123.0,0.0,1.0,4.0,30.0,0.0,9.2,9.2,2005.0,15
1336,AlexSmith,SF,1.0,12.0,16.0,131.0,0.0,0.0,7.0,21.0,0.0,8.7,8.7,2005.0,16
1369,AlexSmith,SF,1.0,16.0,29.0,159.0,1.0,1.0,4.0,10.0,0.0,13.0,13.0,2005.0,17
1407,AlexSmith,SF,1.0,23.0,40.0,288.0,1.0,0.0,0.0,0.0,0.0,18.4,18.4,2006.0,1
1460,AlexSmith,SF,1.0,11.0,22.0,233.0,1.0,0.0,3.0,-1.0,0.0,15.6,15.6,2006.0,2
1494,AlexSmith,SF,1.0,27.0,46.0,293.0,1.0,0.0,6.0,39.0,0.0,22.6,22.6,2006.0,3
1546,AlexSmith,SF,1.0,13.0,25.0,92.0,0.0,2.0,3.0,15.0,0.0,6.1,6.1,2006.0,4
1567,AlexSmith,SF,1.0,15.0,19.0,165.0,3.0,1.0,2.0,10.0,0.0,21.3,21.3,2006.0,5
1611,AlexSmith,SF,1.0,20.0,31.0,214.0,2.0,1.0,0.0,0.0,0.0,18.7,18.7,2006.0,6
1684,AlexSmith,SF,1.0,16.0,26.0,146.0,1.0,1.0,5.0,23.0,0.0,13.6,13.6,2006.0,8
1731,AlexSmith,SF,1.0,13.0,21.0,105.0,0.0,1.0,3.0,4.0,0.0,5.7,5.7,2006.0,9
1766,AlexSmith,SF,1.0,14.0,20.0,136.0,0.0,0.0,8.0,15.0,0.0,8.3,8.3,2006.0,10
1789,AlexSmith,SF,1.0,19.0,25.0,163.0,1.0,0.0,1.0,1.0,1.0,18.3,18.3,2006.0,11
1844,AlexSmith,SF,1.0,13.0,25.0,148.0,1.0,2.0,0.0,0.0,0.0,11.4,11.4,2006.0,12
1889,AlexSmith,SF,1.0,14.0,28.0,171.0,1.0,3.0,0.0,0.0,0.0,12.6,12.6,2006.0,13
1932,AlexSmith,SF,1.0,12.0,29.0,201.0,1.0,2.0,2.0,4.0,0.0,14.5,14.5,2006.0,14
1954,AlexSmith,SF,1.0,14.0,25.0,162.0,2.0,0.0,6.0,33.0,1.0,25.4,25.4,2006.0,15
2023,AlexSmith,SF,1.0,18.0,29.0,190.0,0.0,1.0,0.0,0.0,0.0,9.5,9.5,2006.0,16
2064,AlexSmith,SF,1.0,17.0,32.0,194.0,1.0,1.0,2.0,8.0,0.0,14.5,14.5,2006.0,17
2119,AlexSmith,SF,1.0,15.0,31.0,126.0,0.0,0.0,3.0,36.0,0.0,9.9,9.9,2007.0,1
2170,AlexSmith,SF,1.0,11.0,17.0,126.0,0.0,0.0,2.0,-1.0,0.0,6.2,6.2,2007.0,2
2199,AlexSmith,SF,1.0,17.0,35.0,209.0,1.0,1.0,3.0,32.0,0.0,17.7,17.7,2007.0,3
2265,AlexSmith,SF,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,4
2400,AlexSmith,SF,1.0,22.0,43.0,190.0,1.0,0.0,4.0,16.0,0.0,15.1,15.1,2007.0,8
2454,AlexSmith,SF,1.0,17.0,38.0,149.0,0.0,3.0,0.0,0.0,0.0,7.5,7.5,2007.0,9
2491,AlexSmith,SF,1.0,12.0,28.0,114.0,0.0,0.0,1.0,6.0,0.0,6.3,6.3,2007.0,10
3595,AlexSmith,SF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,3
3715,AlexSmith,SF,1.0,15.0,22.0,206.0,3.0,1.0,2.0,16.0,0.0,23.9,23.9,2009.0,7
3762,AlexSmith,SF,1.0,19.0,32.0,198.0,1.0,1.0,1.0,10.0,0.0,14.9,14.9,2009.0,8
3793,AlexSmith,SF,1.0,29.0,45.0,286.0,2.0,3.0,2.0,11.0,0.0,23.4,23.4,2009.0,9
3848,AlexSmith,SF,1.0,16.0,23.0,118.0,0.0,1.0,2.0,2.0,0.0,6.1,6.1,2009.0,10
3868,AlexSmith,SF,1.0,16.0,33.0,227.0,3.0,1.0,1.0,2.0,0.0,23.6,23.6,2009.0,11
3918,AlexSmith,SF,1.0,27.0,41.0,232.0,2.0,0.0,3.0,8.0,0.0,20.4,20.4,2009.0,12
3960,AlexSmith,SF,1.0,27.0,45.0,310.0,2.0,0.0,1.0,1.0,0.0,23.6,23.6,2009.0,13
4009,AlexSmith,SF,1.0,19.0,35.0,144.0,2.0,2.0,4.0,2.0,0.0,15.4,15.4,2009.0,14
4060,AlexSmith,SF,1.0,20.0,37.0,177.0,1.0,3.0,1.0,1.0,0.0,13.0,13.0,2009.0,15
4102,AlexSmith,SF,1.0,20.0,31.0,230.0,1.0,0.0,3.0,-3.0,0.0,15.2,15.2,2009.0,16
4141,AlexSmith,SF,1.0,17.0,28.0,222.0,1.0,0.0,4.0,1.0,0.0,15.2,15.2,2009.0,17
