,Name,Salary,Position
0,JulioJones,9200,WR
4,OdellBeckhamJr,9000,WR
6,DemaryiusThomas,8600,WR
8,AntonioBrown,8600,WR
13,AJGreen,8200,WR
14,RandallCobb,8200,WR
16,CalvinJohnson,8100,WR
20,KeenanAllen,7700,WR
21,EmmanuelSanders,7700,WR
23,JulianEdelman,7700,WR
25,AlshonJeffery,7600,WR
28,MikeEvans,7500,WR
36,LarryFitzgerald,7400,WR
38,AmariCooper,7300,WR
46,JeremyMaclin,6900,WR
51,BrandinCooks,6800,WR
53,VincentJackson,6800,WR
54,JordanMatthews,6800,WR
58,SteveSmith,6700,WR
63,GoldenTate,6600,WR
71,JamesJones,6400,WR
72,SammyWatkins,6400,WR
76,TorreySmith,6300,WR
77,AllenRobinson,6300,WR
80,AnquanBoldin,6200,WR
82,TravisBenjamin,6200,WR
83,PierreGarcon,6200,WR
87,AllenHurns,6100,WR
88,MartavisBryant,6100,WR
90,LeonardHankerson,6000,WR
96,DeSeanJackson,6000,WR
97,RuebenRandle,5900,WR
98,KendallWright,5900,WR
100,DavanteAdams,5900,WR
101,JohnBrown,5900,WR
104,MichaelCrabtree,5900,WR
105,TerranceWilliams,5900,WR
107,TavonAustin,5800,WR
108,KamarAiken,5800,WR
110,SteveJohnson,5700,WR
116,DougBaldwin,5700,WR
127,JermaineKearse,5600,WR
135,EddieRoyal,5500,WR
146,MalcomFloyd,5400,WR
148,PercyHarvin,5400,WR
149,RileyCooper,5400,WR
150,MarquesColston,5300,WR
152,MilesAustin,5300,WR
154,WillieSnead,5300,WR
158,MarvinJones,5300,WR
160,RobertWoods,5200,WR
161,NelsonAgholor,5200,WR
162,KennyBritt,5200,WR
165,RoddyWhite,5200,WR
170,JamisonCrowder,5200,WR
172,ColeBeasley,5200,WR
182,SethRoberts,5100,WR
188,AndreHolmes,5100,WR
191,DontrelleInman,5100,WR
194,TylerLockett,5100,WR
199,MichaelFloyd,5000,WR
200,AaronDobson,5000,WR
205,BrianHartline,5000,WR
210,BrandonColeman,5000,WR
213,DorialGreenBeckham,5000,WR
214,LouisMurphy,5000,WR
216,DwayneHarris,5000,WR
221,RannellHall,4900,WR
222,DwayneBowe,4900,WR
223,StedmanBailey,4900,WR
224,MalcomeKennedy,4900,WR
235,DarriusHeywardBey,4900,WR
236,MohamedSanu,4900,WR
237,BrianQuick,4800,WR
243,MarkusWheaton,4800,WR
245,HarryDouglas,4800,WR
247,AndrewHawkins,4800,WR
248,ChrisConley,4800,WR
250,MarquessWilson,4800,WR
254,ChrisHogan,4800,WR
258,BrandonTate,4800,WR
264,HakeemNicks,4800,WR
272,AndreRoberts,4700,WR
273,BriceButler,4700,WR
274,JoshBellamy,4700,WR
278,DevinStreet,4700,WR
280,TyMontgomery,4700,WR
287,RashadGreene,4700,WR
291,MarqiseLee,4600,WR
296,TaylorGabriel,4600,WR
297,LuckyWhitehead,4600,WR
301,DannyAmendola,4600,WR
303,RyanGrant,4600,WR
314,RyanBroyles,4500,WR
315,GeremyDavis,4500,WR
321,JamarcusNelson,4500,WR
322,CoreyFuller,4500,WR
325,BruceEllington,4500,WR
328,JustinHardy,4500,WR
330,EricWeems,4500,WR
332,TrentSteelman,4500,WR
333,BradleyMarquez,4500,WR
334,EdWilliams,4500,WR
336,PrestonParker,4500,WR
337,JeretSmith,4500,WR
342,AustinPettis,4500,WR
344,RodStreater,4500,WR
346,GregLittle,4500,WR
349,GregSalas,4500,WR
350,KylePrater,4500,WR
351,KrisDurham,4500,WR
353,ChrisMatthews,4500,WR
354,AceSanders,4500,WR
355,SeyiAjirotutu,4500,WR
357,JarrodWest,4500,WR
361,MichaelCampanaro,4500,WR
362,MarlonBrown,4500,WR
363,RussellShepard,4500,WR
365,MichaelBennett,4500,WR
366,JasonAvant,4500,WR
369,JalenSaunders,4500,WR
370,JoshHuff,4500,WR
371,SammieCoates,4500,WR
376,DeAnthonyThomas,4500,WR
377,SeantaviusJones,4500,WR
379,FrankieHammond,4500,WR
380,AdamDrake,4500,WR
382,JeffJanis,4500,WR
387,SolomonPatton,4500,WR
395,DeAndreCarter,4500,WR
397,JeremyRoss,4500,WR
400,TJJones,4500,WR
401,JosephMorgan,4500,WR
406,DeAndrewWhite,4500,WR
408,RashadRoss,4500,WR
409,CodyLatimer,4500,WR
410,AlbertWilson,4500,WR
419,QuintonPatton,4500,WR
425,RicardoLockette,4500,WR
427,JaronBrown,4500,WR
429,MarquiseGoodwin,4500,WR
431,MarioAlford,4500,WR
433,CameronMeredith,4500,WR
438,DaRickRogers,4500,WR
439,KenzelDoe,4500,WR
444,AJCruz,4500,WR
445,JamesButler,4500,WR
453,JustinHunter,4500,WR
454,DavidNelson,4500,WR
457,DevinHester,4500,WR
458,JuniorHemingway,4500,WR
459,MatthewSlater,4500,WR
462,DarrenWaller,4500,WR
463,BrittanGolden,4500,WR
466,JacobyJones,4500,WR
467,MarcusEasley,4500,WR
483,AldrickRobinson,4500,WR
484,ChrisGivens,4500,WR
485,JordanNorwood,4500,WR
486,KeshawnMartin,4500,WR
487,TrindonHolliday,4500,WR
490,LanceMoore,4500,WR
493,DenariusMoore,4500,WR
494,AndreCaldwell,4500,WR
496,KevinOgletree,4500,WR
499,MarcMariani,4500,WR
500,BennieFowler,4500,WR
